station_code,page,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,annual_total_m3,annual_mm,annual_lt_sn_km2
D14A185,497,0.37,0.37,0.332,0.409,0.572,1.13,0.701,0.261,0.229,0.229,0.071,0.05,0.029,0.134,0.113,0.134,0.134,0.261,0.261,,0.002,,,,0.217,0.247,0.155,0.154,0.245,0.661,0.489,0.128,0.085,0.007,0.001,,3.24,3.68,2.3,2.29,3.66,9.85,7.29,1.91,1.27,0.111,0.008,0.005,8.67,9.53,6.17,6.13,9.17,26.4,18.9,5.11,3.29,0.297,0.021,0.014,0.582,0.64,0.414,0.411,0.615,1.77,1.27,0.343,0.221,0.02,0.001,0.001,6290000.0,94.0,3.0
D14A186,498,0.015,,,,0.058,0.004,0.004,0.02,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,0.005,,0.001,0.001,0.001,0.001,0.001,0.001,,,,,0.479,,0.048,0.046,0.071,0.081,0.046,0.045,,,,,1.2,,0.123,0.123,0.185,0.216,0.123,0.116,,,,,0.013,,0.001,0.001,0.002,0.002,0.001,0.001,20000.0,2.0,0.1
D14A188,500,11.3,0.033,0.017,0.012,0.274,13.1,13.4,13.6,14.5,0.093,0.017,,,0.006,0.009,0.009,0.012,0.075,0.075,0.049,0.004,,,,0.002,0.017,0.014,0.009,0.126,0.119,0.117,0.109,0.151,0.004,,,0.139,1.17,0.942,0.628,8.54,8.02,7.92,7.33,10.2,0.268,,,0.374,3.04,2.52,1.68,21.4,21.5,20.5,19.6,26.4,0.718,,,0.006,0.045,0.037,0.025,0.317,0.318,0.304,0.291,0.39,0.011,,,1740000.0,118.0,3.7
D14A200,511,11.2,0.963,1.67,0.718,6.31,4.53,3.05,19.6,21.8,23.7,21.4,54.9,0.537,,,,0.531,2.16,1.17,1.22,2.39,19.6,14.3,4.1,3.17,0.452,0.191,0.023,1.97,3.27,1.85,11.4,14.8,22.5,17.5,14.5,1.14,0.163,0.069,0.008,0.708,1.18,0.666,4.09,5.34,8.09,6.31,5.22,3.05,0.422,0.184,0.022,1.78,3.15,1.73,11.0,13.8,21.7,16.9,13.5,8.48,1.17,0.512,0.062,4.93,8.76,4.8,30.4,38.5,60.2,47.0,37.6,242410000.0,87.0,2.8
D14A201,512,0.952,0.952,1.15,1.61,7.3,13.1,7.57,4.66,3.63,0.952,0.952,1.03,0.019,0.028,0.079,0.057,0.325,0.219,0.387,0.268,0.136,0.012,0.006,0.002,0.02,0.043,0.205,0.167,2.03,2.76,0.804,0.656,0.308,0.044,0.012,0.005,0.152,0.326,1.57,1.28,15.5,21.2,6.16,5.03,2.36,0.338,0.094,0.041,0.408,0.844,4.2,3.43,38.9,56.7,16.0,13.5,6.12,0.905,0.252,0.107,0.053,0.11,0.548,0.447,5.08,7.4,2.08,1.76,0.799,0.118,0.033,0.014,18440000.0,141.0,4.5
D14A207,516,0.06,0.06,0.106,0.851,1.95,0.746,0.544,0.195,0.093,0.04,0.013,0.003,0.013,0.021,0.013,0.013,0.116,0.174,0.141,0.071,0.05,0.008,0.003,,0.021,0.025,0.034,0.081,0.515,0.291,0.257,0.129,0.066,0.016,0.005,0.002,1.14,1.36,1.86,4.39,27.9,15.8,13.9,7.0,3.59,0.858,0.294,0.121,3.05,3.53,4.97,11.8,69.9,42.2,36.1,18.8,9.31,2.3,0.787,0.314,0.056,0.065,0.092,0.217,1.29,0.779,0.667,0.346,0.172,0.042,0.015,0.006,3750000.0,203.0,6.4
D14A208,517,0.014,0.479,0.4,0.566,0.566,2.5,2.0,2.0,0.199,0.102,0.065,0.036,0.005,0.01,0.036,0.036,0.065,0.147,1.27,0.01,0.036,0.01,0.001,,0.011,0.162,0.105,0.062,0.218,0.973,1.66,0.452,0.105,0.033,0.026,0.008,0.279,4.2,2.72,1.59,5.63,25.2,43.0,11.7,2.72,0.861,0.682,0.203,0.748,10.9,7.28,4.26,14.1,67.4,112.0,31.3,7.05,2.31,1.83,0.527,0.029,0.421,0.282,0.165,0.546,2.61,4.31,1.21,0.273,0.089,0.071,0.02,10030000.0,259.0,8.2
D14A211,520,0.074,0.128,0.182,0.101,1.39,10.3,3.58,3.29,1.29,0.357,0.226,0.047,0.018,0.031,0.031,0.009,0.047,0.79,0.712,0.525,0.313,0.226,0.018,0.031,0.044,0.052,0.075,0.066,0.439,3.42,1.52,1.15,0.455,0.319,0.124,0.033,0.709,0.844,1.23,1.07,7.14,55.7,24.7,18.8,7.4,5.19,2.02,0.539,1.9,2.19,3.28,2.87,17.9,149.0,64.0,50.4,19.2,13.9,5.42,1.4,0.117,0.134,0.202,0.176,1.1,9.16,3.93,3.09,1.18,0.854,0.333,0.086,20360000.0,331.0,10.5
D14A214,522,0.011,0.064,1.6,0.352,4.47,4.59,1.16,0.327,0.437,0.098,0.027,0.011,0.003,0.006,0.038,0.149,0.251,0.437,0.276,0.225,0.064,0.006,0.003,0.001,0.006,0.017,0.154,0.195,0.582,1.34,0.665,0.281,0.165,0.034,0.013,0.001,0.139,0.419,3.82,4.82,14.4,33.2,16.5,6.95,4.07,0.838,0.319,0.028,0.372,1.09,10.2,12.9,36.1,89.0,42.7,18.6,10.6,2.24,0.855,0.073,0.015,0.044,0.413,0.522,1.46,3.6,1.72,0.752,0.426,0.091,0.035,0.003,9080000.0,225.0,7.1
D14A215,523,0.009,0.006,0.006,0.152,1.53,2.91,1.42,1.31,0.776,0.095,0.064,0.064,0.006,0.004,0.004,0.004,0.08,0.455,0.201,0.152,0.048,0.022,0.022,0.017,0.006,0.006,0.005,0.009,0.51,0.955,0.432,0.371,0.145,0.047,0.031,0.026,0.133,0.123,0.107,0.198,10.6,20.0,9.03,7.76,3.03,0.972,0.639,0.54,0.358,0.318,0.285,0.531,26.7,53.5,23.4,20.8,7.86,2.6,1.71,1.4,0.017,0.015,0.014,0.025,1.28,2.56,1.12,0.994,0.376,0.125,0.082,0.067,6680000.0,139.0,4.4
E14A002,527,246.0,259.0,275.0,204.0,239.0,290.0,290.0,239.0,261.0,235.0,248.0,264.0,48.7,40.0,46.0,20.0,23.5,50.5,47.8,41.5,40.0,24.5,24.5,36.3,113.0,114.0,101.0,76.9,101.0,128.0,104.0,106.0,114.0,85.3,85.5,97.1,3.33,3.35,2.98,2.27,2.97,3.76,3.06,3.13,3.35,2.51,2.52,2.87,8.91,8.68,7.97,6.07,7.44,10.1,7.92,8.38,8.69,6.74,6.76,7.43,302.0,294.0,270.0,206.0,252.0,342.0,269.0,284.0,294.0,228.0,229.0,252.0,3222000000.0,95.0,3.0
E14A018,530,4.46,4.67,7.69,12.0,40.6,103.0,57.7,67.4,20.0,8.64,5.08,,1.1,1.3,1.76,2.17,4.67,15.2,24.5,15.6,8.01,3.67,1.42,,2.05,2.47,3.84,4.71,13.3,39.8,36.1,32.6,12.9,5.46,2.62,,1.27,1.54,2.39,2.93,8.29,24.7,22.4,20.2,8.04,3.4,1.63,,3.41,3.98,6.4,7.84,20.8,66.3,58.1,54.2,20.8,9.09,4.37,,5.48,6.4,10.3,12.6,33.4,107.0,93.5,87.2,33.5,14.6,7.02,,,,
E14A027,533,67.9,74.4,76.6,82.2,84.6,60.6,4.28,9.35,2.72,3.08,3.08,2.96,21.6,22.1,2.74,3.67,17.4,2.49,2.25,2.13,1.8,2.01,1.72,1.46,54.6,51.3,33.8,27.8,37.9,30.4,3.25,2.87,2.42,2.63,2.42,2.48,6.37,5.98,3.94,3.25,4.42,3.54,0.38,0.335,0.282,0.307,0.282,0.289,17.1,15.5,10.6,8.7,11.1,9.49,0.984,0.898,0.73,0.822,0.755,0.75,146.0,133.0,90.5,74.6,94.9,81.3,8.43,7.7,6.26,7.05,6.48,6.43,662650000.0,77.0,2.4
E14A038,537,1.47,1.97,2.52,1.22,2.35,28.6,18.6,43.2,4.09,6.21,0.573,0.62,0.387,0.353,0.387,0.32,0.573,0.996,5.68,3.39,0.62,0.219,0.154,0.154,0.437,0.547,0.628,0.625,1.14,5.21,7.97,9.31,2.28,0.785,0.361,0.267,1.47,1.84,2.11,2.1,3.83,17.5,26.8,31.3,7.64,2.63,1.21,0.897,3.93,4.76,5.64,5.61,9.6,46.8,69.3,83.7,19.8,7.06,3.25,2.32,1.17,1.42,1.68,1.67,2.86,14.0,20.7,24.9,5.9,2.1,0.968,0.693,78060000.0,262.0,8.3
E14A040,538,1.02,1.76,14.4,13.0,26.3,16.4,6.9,8.06,3.53,32.7,0.498,0.248,0.009,0.041,0.041,1.7,1.27,6.18,0.137,0.001,0.137,,,,0.232,0.408,2.38,7.53,5.85,10.3,2.71,0.528,1.22,0.041,,0.06,0.687,1.21,7.05,22.3,17.3,30.5,8.01,1.56,3.6,0.121,,0.177,1.84,3.13,18.9,59.7,43.4,81.6,20.8,4.18,9.32,0.325,,0.46,0.622,1.06,6.38,20.2,14.7,27.6,7.02,1.41,3.15,0.11,,0.155,82410000.0,244.0,7.7
D22A093,863,5.08,27.8,16.9,12.5,44.7,26.8,13.0,40.3,14.7,8.53,119.0,2.1,0.628,0.479,0.917,2.21,3.76,4.29,2.21,0.72,0.72,0.347,0.078,0.221,1.71,2.43,3.4,4.37,10.6,13.6,4.78,7.34,2.62,1.78,3.62,0.454,8.16,11.6,16.2,20.8,50.3,64.6,22.7,35.0,12.5,8.49,17.2,2.16,21.9,30.0,43.3,55.7,126.0,173.0,58.9,93.6,32.3,22.7,46.2,5.61,4.59,6.31,9.1,11.7,26.5,36.3,12.4,19.7,6.79,4.78,9.7,1.18,149050000.0,710.0,22.4
D22A098,866,4.35,6.46,5.29,4.72,14.7,18.1,17.6,33.9,15.1,6.08,21.4,2.25,0.921,1.12,1.18,1.18,1.64,2.83,5.64,8.79,3.97,1.53,1.01,0.798,1.5,2.09,2.06,1.79,3.74,10.0,10.9,19.8,8.1,2.67,1.61,0.955,4.67,6.49,6.4,5.57,11.6,31.2,34.0,61.5,25.2,8.3,5.0,2.97,12.5,16.8,17.2,14.9,29.1,83.6,88.2,165.0,65.3,22.2,13.4,7.7,4.02,5.41,5.51,4.79,9.36,26.9,28.4,53.0,21.0,7.15,4.3,2.48,172320000.0,536.0,16.9
D22A105,868,25.1,22.5,29.0,33.8,38.2,24.5,16.5,23.8,8.56,15.6,205.0,1.47,0.37,0.16,0.22,0.74,1.6,0.92,0.82,0.66,0.33,0.16,0.063,0.046,1.3,1.22,1.95,3.88,6.77,5.11,2.35,2.41,0.88,0.496,0.78,0.145,17.5,16.4,26.2,52.0,90.8,68.6,31.6,32.3,11.8,6.66,10.5,1.94,46.9,42.6,70.1,139.0,228.0,184.0,81.8,86.6,30.6,17.8,28.0,5.03,3.49,3.17,5.22,10.4,17.0,13.7,6.09,6.45,2.28,1.33,2.09,0.375,71600000.0,961.0,30.4
D22A106,869,28.1,31.7,7.78,19.1,24.5,11.5,8.26,18.5,3.35,8.63,55.2,1.25,1.13,0.519,0.519,1.81,2.21,3.43,2.26,1.29,1.13,0.691,0.577,0.416,2.86,2.02,1.52,3.15,5.3,6.19,4.27,4.2,1.4,1.52,1.74,0.609,23.4,16.5,12.4,25.8,43.4,50.8,35.0,34.5,11.5,12.4,14.2,4.99,62.7,42.9,33.3,69.1,109.0,136.0,90.7,92.3,29.8,33.3,38.1,12.9,7.65,5.23,4.06,8.43,13.3,16.6,11.1,11.3,3.64,4.06,4.65,1.58,91600000.0,751.0,23.7
D22A159,901,15.2,5.0,3.99,5.0,3.74,4.75,2.15,1.57,4.24,3.49,2.34,0.573,0.038,0.089,0.136,0.191,0.779,0.25,0.397,0.025,0.025,0.038,,,0.286,0.29,0.488,1.08,1.24,1.06,0.826,0.492,0.451,0.176,0.07,0.009,14.1,14.2,24.0,52.9,60.8,52.3,40.6,24.2,22.2,8.64,3.42,0.438,37.6,36.9,64.3,142.0,152.0,140.0,105.0,64.8,57.5,23.1,9.17,1.13,0.766,0.75,1.31,2.88,3.1,2.85,2.14,1.32,1.17,0.471,0.187,0.023,16970000.0,834.0,26.4
E22A053,908,29.2,89.2,33.8,35.5,94.4,58.1,34.3,69.2,18.9,24.7,228.0,9.6,4.13,3.74,3.93,5.33,10.2,13.8,9.89,9.29,4.71,4.71,3.27,3.27,8.05,8.38,7.53,9.2,22.3,29.1,19.3,25.5,8.33,6.59,7.17,4.32,10.4,10.9,9.77,11.9,29.0,37.8,25.0,33.1,10.8,8.55,9.3,5.61,28.0,28.2,26.2,32.0,72.6,101.0,64.9,88.7,28.0,22.9,24.9,14.5,21.6,21.7,20.2,24.6,56.0,78.1,50.0,68.3,21.6,17.7,19.2,11.2,410200000.0,532.0,16.8
E22A054,909,121.0,112.0,102.0,63.2,75.3,108.0,11.7,105.0,18.8,13.7,249.0,68.6,0.584,0.678,0.776,2.89,7.27,2.89,1.48,0.776,0.584,0.344,0.219,0.344,2.42,3.85,6.59,11.9,17.7,10.4,3.27,4.76,2.25,0.845,2.62,0.954,10.9,17.3,29.7,53.5,79.8,46.7,14.7,21.4,10.1,3.8,11.8,4.29,29.2,44.9,79.4,143.0,200.0,125.0,38.2,57.4,26.3,10.2,31.6,11.1,6.48,9.97,17.7,31.8,44.4,27.8,8.48,12.8,5.84,2.26,7.03,2.47,177030000.0,797.0,25.2
E22A062,911,15.4,8.53,7.2,24.3,21.8,38.0,18.0,11.1,24.3,1.52,0.798,0.5,0.57,0.798,0.798,1.4,4.37,2.55,3.79,2.35,1.15,0.5,0.36,0.301,0.834,1.14,1.27,3.83,6.75,7.74,6.45,4.17,2.43,0.846,0.464,0.386,1.13,1.54,1.72,5.17,9.12,10.5,8.71,5.64,3.29,1.14,0.627,0.521,3.02,3.99,4.61,13.8,22.9,28.0,22.6,15.1,8.53,3.06,1.68,1.35,2.23,2.95,3.41,10.2,16.9,20.7,16.7,11.2,6.31,2.26,1.24,1.0,95100000.0,129.0,4.1
E22A063,912,10.4,71.6,47.7,42.0,81.8,86.4,84.8,32.8,18.8,10.4,286.0,7.4,0.377,0.874,0.874,3.07,6.33,8.47,1.64,1.21,1.06,0.709,0.469,0.791,3.15,4.49,5.9,7.35,14.7,16.1,5.55,8.7,3.49,2.15,6.47,1.86,11.5,16.4,21.5,26.8,53.7,58.7,20.2,31.7,12.7,7.85,23.6,6.77,30.8,42.4,57.6,71.7,134.0,157.0,52.5,84.9,33.0,21.0,63.1,17.5,8.45,11.6,15.8,19.7,36.9,43.2,14.4,23.3,9.05,5.77,17.3,4.81,210280000.0,766.0,24.2
E22A065,913,5.85,31.8,20.7,34.2,76.9,18.1,14.5,16.3,35.4,3.77,27.0,4.17,1.23,1.23,1.23,2.26,7.72,6.32,3.77,0.723,0.642,0.481,0.143,0.481,2.12,3.06,4.52,6.63,15.6,11.1,5.57,4.44,4.54,1.16,1.03,0.823,5.49,7.91,11.7,17.2,40.4,28.6,14.4,11.5,11.7,3.01,2.66,2.13,14.7,20.5,31.4,46.0,101.0,76.7,37.4,30.8,30.4,8.06,7.12,5.52,5.68,7.93,12.1,17.8,39.1,29.6,14.4,11.9,11.8,3.11,2.75,2.13,158300000.0,410.0,13.0
E22A066,914,3.91,24.6,21.3,43.8,82.8,27.7,11.1,11.6,43.8,2.9,91.0,3.07,1.28,1.19,1.38,3.7,10.7,5.58,3.28,1.72,1.72,0.869,0.795,0.676,1.62,2.3,4.18,7.2,18.6,11.9,5.21,4.06,4.86,1.33,1.97,0.996,4.34,6.16,11.2,19.3,49.8,31.9,14.0,10.9,13.0,3.55,5.28,2.67,11.6,16.0,29.9,51.6,125.0,85.4,36.2,29.1,33.8,9.52,14.1,6.91,4.34,5.97,11.2,19.3,46.6,31.9,13.5,10.9,12.6,3.56,5.28,2.58,167730000.0,449.0,14.2
E22A071,918,10.6,31.2,31.2,36.3,48.1,22.7,9.16,30.6,14.6,6.9,101.0,4.9,0.77,0.92,1.09,3.17,7.75,2.54,1.09,0.92,0.92,0.513,0.409,0.196,2.28,2.82,5.13,8.47,14.0,7.89,2.71,3.96,2.71,0.911,2.36,0.662,10.1,12.5,22.7,37.5,62.0,34.9,12.0,17.5,12.0,4.03,10.4,2.93,27.1,32.4,60.9,100.0,155.0,93.5,31.1,46.9,31.1,10.8,28.0,7.6,6.12,7.32,13.8,22.7,35.1,21.1,7.03,10.6,7.03,2.44,6.32,1.72,141280000.0,625.0,19.8
