station_code,page,raw_table_text
D14A184,524,"Maks.       0.163     0.211     1.03      0.571     1.28      2.14      1.03      1.09      0.431     0.211     0.139     0.115
Min.        0.048     0.048     0.093     0.353     0.353     0.665     0.392     0.353     0.163     0.093     0.070     0.070
Ortalama    0.097     0.080     0.262     0.402     0.776     1.06      0.624     0.446     0.280     0.145     0.111     0.086
LT/SN/Km2   5.10      4.19     13.7      21.0      40.6      55.5      32.6      23.4      14.6       7.61      5.81      4.50
AKIM mm.   13.6      10.9      36.8      56.3      98.3     149.       84.6      62.6      37.9      20.4      15.6      11.7
MİL. M3     0.261     0.207     0.702     1.08      1.88      2.84      1.62      1.19      0.725     0.389     0.297     0.223
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  11.41 MİLYON M3         598 MM.        18.9 LT/SN/Km2"
D14A185,525,"Maks.       0.166     0.293     0.615     0.447     0.370     1.48      0.409     0.332     0.293     0.092     KURU      KURU
Min.        0.050     0.134     0.134     0.261     0.261     0.332     KURU      KURU      0.050     KURU      KURU      KURU
Ortalama    0.104     0.189     0.288     0.310     0.314     0.497     0.135     0.019     0.089     0.065     KURU      KURU
LT/SN/Km2   1.55      2.82      4.29      4.62      4.68      7.41      2.01      0.289     1.32      0.974     KURU      KURU
AKIM mm.    4.16      7.31     11.5      12.4      11.3      19.8       5.21      0.775     3.42      2.61      KURU      KURU
MİL. M3     0.279     0.490     0.770     0.830     0.759     1.33      0.350     0.052     0.229     0.175     KURU      KURU
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  5.26 MİLYON M3         78 MM.        2.5 LT/SN/Km2"
D14A186,526,"Maks.       0.011     KURU      KURU      0.015     KURU      0.033     KURU      KURU      0.007     KURU      KURU      KURU
Min.        KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU
Ortalama    KURU      KURU      KURU      KURU      KURU      0.002     KURU      KURU      KURU      KURU      KURU      KURU
LT/SN/Km2   0.012     KURU      KURU      0.032     KURU      0.173     KURU      KURU      KURU      KURU      KURU      KURU
AKIM mm.    0.031     KURU      KURU      0.085     KURU      0.462     KURU      KURU      KURU      KURU      KURU      KURU
MİL. M3     KURU      KURU      KURU      0.001     KURU      0.005     KURU      KURU      KURU      KURU      KURU      KURU
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  0.01 MİLYON M3         1 MM.        0.0 LT/SN/Km2"
D14A188,528,"Maks.       0.004     0.006     0.041     0.274     0.057     0.306     0.211     0.211     0.398     0.012     0.001     KURU
Min.        KURU      0.002     0.002     0.025     0.033     0.049     0.025     0.017     0.001     KURU      KURU      KURU
Ortalama    0.001     0.004     0.011     0.044     0.047     0.148     0.077     0.088     0.027     0.002     KURU      KURU
LT/SN/Km2   0.070     0.252     0.756     2.95      3.16      9.98      5.18      5.95      1.82      0.107     KURU      KURU
AKIM mm.    0.187     0.654     2.03      7.91      7.64     26.7      13.4      15.9       4.72      0.286     KURU      KURU
MİL. M3     0.003     0.010     0.030     0.117     0.113     0.396     0.199     0.236     0.070     0.004     KURU      KURU
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  1.18 MİLYON M3         80 MM.        2.5 LT/SN/Km2"
D14A201,538,"Maks.       KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.079     0.019     0.057
Min.        KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.019     0.012     0.012
Ortalama    KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.047     0.017     0.019
LT/SN/Km2   KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.361     0.128     0.146
AKIM mm.    KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.966     0.344     0.377
MİL. M3     KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.126     0.045     0.049
===============================================================================================================================
SU YILI  ( 2018 )"
D14A207,540,"Maks.       KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.153     0.050     0.021     0.013     0.008
Min.        KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.040     0.013     0.003     0.002     0.002
Ortalama    KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.068     0.025     0.012     0.005     0.005
LT/SN/Km2   KURU      KURU      KURU      KURU      KURU      KURU      KURU      3.67      1.34      0.661     0.259     0.293
AKIM mm.    KURU      KURU      KURU      KURU      KURU      KURU      KURU      9.83      3.48      1.77      0.693     0.759
MİL. M3     KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.181     0.064     0.033     0.013     0.014
===============================================================================================================================
SU YILI  ( 2018 )"
D14A208,541,"Maks.       KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.566     0.323     0.102     0.065     0.036
Min.        KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.258     0.065     0.036     0.014     0.001
Ortalama    KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.372     0.157     0.055     0.035     0.016
LT/SN/Km2   KURU      KURU      KURU      KURU      KURU      KURU      KURU      9.61      4.06      1.41      0.916     0.408
AKIM mm.    KURU      KURU      KURU      KURU      KURU      KURU      KURU     25.7      10.5       3.78      2.45      1.06
MİL. M3     KURU      KURU      KURU      KURU      KURU      KURU      KURU      0.995     0.407     0.146     0.095     0.041
===============================================================================================================================
SU YILI  ( 2018 )"
E14A002,546,"Maks.     181.      169.      228.      218.      154.      233.      233.      148.      173.      170.      135.      137.
Min.       14.2      13.4      15.4      20.5      23.0      40.0      16.8      13.4      14.6      16.4      16.4      16.8
Ortalama   64.3      57.3      77.0      96.4      81.0     114.       84.1      56.1      48.7      76.1      77.0      83.9
LT/SN/Km2   1.90      1.69      2.27      2.84      2.39      3.35      2.48      1.65      1.44      2.24      2.27      2.48
AKIM mm.    5.08      4.38      6.08      7.62      5.78      8.98      6.43      4.43      3.73      6.01      6.08      6.42
MİL. M3   172.      149.      206.      258.      196.      304.      218.      150.      126.      204.      206.      218.
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  2407.00 MİLYON M3         71 MM.        2.3 LT/SN/Km2"
E14A018,549,"Maks.       KURU      KURU      3.74      3.74      3.74      3.74      3.74      3.74      3.74      2.90      2.90      6.84
Min.        KURU      KURU      KURU      3.74      3.74      3.74      3.74      3.74      2.65      2.90      2.65      0.017
Ortalama    KURU      KURU      0.603    10.3      18.1      50.2      23.9      19.7      18.0       6.77      2.08      2.14
LT/SN/Km2   KURU      KURU      0.375     6.43     11.3      31.2      14.9      12.2      11.2       4.21      1.29      1.33
AKIM mm.    KURU      KURU      1.00     17.2      27.3      83.6      38.6      32.7      29.1      11.3       3.46      3.45
MİL. M3     KURU      KURU      1.62     27.7      43.9     134.       62.0      52.6      46.8      18.1       5.56      5.55
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  397.83 MİLYON M3         247 MM.        7.9 LT/SN/Km2"
E14A027,552,"Maks.       3.67      3.67     14.6       3.27      3.98     12.6       4.52      4.34      3.67     77.7       3.98      4.71
Min.        2.74      1.36      1.79      1.70      2.38      2.48      1.30      1.30      1.43      2.61      2.38      2.61
Ortalama    3.15      2.66      3.19      2.53      2.91      4.00      2.86      1.92      2.28     10.6       3.40      3.42
LT/SN/Km2   0.368     0.311     0.373     0.295     0.339     0.466     0.333     0.224     0.265     1.24      0.397     0.399
AKIM mm.    0.985     0.805     0.998     0.789     0.820     1.25      0.864     0.599     0.688     3.32      1.06      1.04
MİL. M3     8.44      6.90      8.55      6.77      7.03     10.7       7.41      5.14      5.90     28.4       9.11      8.88
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  113.23 MİLYON M3         13 MM.        0.4 LT/SN/Km2"
E14A038,557,"Maks.       1.56      1.46      6.70      1.84      2.55     42.6       9.51     16.0       4.98      1.16      0.487     0.805
Min.        0.307     0.600     0.600     0.770     0.890     1.37      2.00      1.75      0.805     0.281     0.226     0.226
Ortalama    0.637     0.890     1.56      1.41      1.84     10.5       4.75      3.51      2.05      0.673     0.365     0.388
LT/SN/Km2   2.14      2.99      5.25      4.73      6.19     35.2      15.9      11.8       6.88      2.26      1.23      1.30
AKIM mm.    5.73      7.74     14.1      12.7      15.0      94.4      41.3      31.5      17.8       6.05      3.28      3.37
MİL. M3     1.71      2.31      4.19      3.78      4.46     28.1      12.3       9.40      5.31      1.80      0.978     1.00
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  75.34 MİLYON M3         253 MM.        8.0 LT/SN/Km2"
E14A040,558,"Maks.       0.003     0.498    14.0      11.8      13.0      33.8       8.15      7.86      4.18      0.223     0.121     0.095
Min.        KURU      KURU      0.009     0.738     2.27      2.90      0.223     0.150     KURU      KURU      KURU      KURU
Ortalama    0.001     0.016     1.74      3.13      5.00     10.4       1.81      1.64      0.665     0.005     0.004     0.007
LT/SN/Km2   0.003     0.048     5.16      9.27     14.8      30.8       5.34      4.85      1.97      0.016     0.013     0.021
AKIM mm.    0.008     0.125    13.8      24.8      35.8      82.5      13.8      13.0       5.10      0.043     0.035     0.055
MİL. M3     0.003     0.042     4.67      8.40     12.1      27.9       4.68      4.39      1.72      0.015     0.012     0.019
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  63.95 MİLYON M3         189 MM.        6.0 LT/SN/Km2"
D22A093,903,"Maks.      42.0       9.22     42.0      16.4      22.3      50.8       7.17     31.1      34.1       5.88     11.3      12.5
Min.        0.479     0.347     1.26      2.58      2.21      1.65      0.294     0.187     0.628     0.411     0.244     0.244
Ortalama    3.35      0.965     7.53      5.48      6.10      6.17      1.69      3.57      4.30      1.31      0.930     1.52
LT/SN/Km2  16.0       4.59     35.9      26.1      29.1      29.4       8.05     17.0      20.5       6.23      4.43      7.25
AKIM mm.   42.7      11.9      96.0      69.9      70.3      78.7      20.9      45.6      53.0      16.7      11.9      18.8
MİL. M3     8.98      2.50     20.2      14.7      14.8      16.5       4.38      9.57     11.1       3.51      2.49      3.95
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  112.68 MİLYON M3         537 MM.        17.0 LT/SN/Km2"
D22A098,906,"Maks.       6.32      8.30     29.0       7.31     11.1      35.1      21.2      46.5      25.3       7.96      3.74      4.40
Min.        0.728     1.01      1.74      1.36      1.74      2.36      6.58     10.8       3.90      1.58      0.808     0.808
Ortalama    1.63      2.51      4.28      2.53      4.21     13.3      12.7      17.7       9.79      2.96      1.47      1.25
LT/SN/Km2   5.06      7.80     13.3       7.86     13.1      41.4      39.6      55.1      30.5       9.22      4.57      3.89
AKIM mm.   13.6      20.2      35.7      21.1      31.7     111.      103.      148.       79.0      24.7      12.2      10.1
MİL. M3     4.36      6.50     11.5       6.77     10.2      35.7      33.0      47.5      25.4       7.94      3.94      3.24
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  196.05 MİLYON M3         610 MM.        19.3 LT/SN/Km2"
D22A105,908,"Maks.      10.4      11.6      35.9      36.5      14.9      37.2       4.80     19.0      27.4      57.3      83.7      23.6
Min.        0.131     0.131     0.131     0.607     0.826     0.607     0.240     0.218     0.196     0.131     0.131     0.087
Ortalama    0.735     0.413     4.01      4.93      4.08      4.40      0.993     0.877     0.615     1.48      2.36      1.63
LT/SN/Km2   9.87      5.54     53.8      66.2      54.8      59.0      13.3      11.8       8.26     19.8      31.7      21.9
AKIM mm.   26.4      14.4     144.      177.      132.      158.       34.5      31.5      21.4      53.1      84.8      56.7
MİL. M3     1.97      1.07     10.7      13.2       9.87     11.8       2.57      2.35      1.59      3.96      6.32      4.22
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  69.62 MİLYON M3         934 MM.        29.6 LT/SN/Km2"
D22A106,909,"Maks.      25.8       3.10     22.4      10.0      11.0      22.4       7.90     21.8      17.3       4.60     28.1      25.2
Min.        0.889     0.889     0.889     1.67      1.67      2.41      0.970     1.13      1.21      0.729     0.649     0.569
Ortalama    2.78      0.985     3.68      4.16      4.07      4.81      1.75      3.26      3.16      1.46      1.37      2.44
LT/SN/Km2  22.8       8.07     30.1      34.1      33.4      39.4      14.4      26.7      25.9      12.0      11.2      20.0
AKIM mm.   61.0      20.9      80.7      91.4      80.8     106.       37.2      71.5      67.1      32.1      30.0      51.9
MİL. M3     7.45      2.55      9.85     11.1       9.86     12.9       4.54      8.72      8.18      3.91      3.66      6.33
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  89.05 MİLYON M3         730 MM.        23.2 LT/SN/Km2"
E22A053,937,"Maks.      74.6      16.5     102.       28.2      44.4      96.3      20.5      50.9      39.3      18.9       6.46     43.2
Min.        4.71      4.32      4.91      8.69      9.29      9.59      7.65      7.65      6.24      4.32      3.01      3.01
Ortalama   12.4       5.50     15.4      15.9      16.8      24.0       9.94     12.7      11.8       6.84      4.05      6.05
LT/SN/Km2  16.1       7.13     20.0      20.6      21.8      31.1      12.9      16.4      15.4       8.87      5.26      7.85
AKIM mm.   43.1      18.5      53.5      55.3      52.8      83.4      33.4      44.0      39.8      23.8      14.1      20.3
MİL. M3    33.2      14.3      41.3      42.6      40.7      64.3      25.8      33.9      30.7      18.3      10.9      15.7
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  371.70 MİLYON M3         482 MM.        15.3 LT/SN/Km2"
E22A054,938,"Maks.      68.6     100.      108.       70.9      21.8      73.1      21.0      54.0      25.5     266.      332.       74.2
Min.        KURU      0.349     0.785     1.84      2.80      2.08      1.17      0.880     0.595     0.595     0.236     0.236
Ortalama    1.75      1.38     11.3      10.0       8.00      9.72      3.16      4.58      2.18      4.44     16.7       6.21
LT/SN/Km2   7.86      6.20     51.0      45.2      36.0      43.7      14.2      20.6       9.81     20.0      75.4      27.9
AKIM mm.   21.1      16.1     137.      121.       87.1     117.       36.8      55.2      25.4      53.5     202.       72.4
MİL. M3     4.68      3.57     30.3      26.9      19.4      26.0       8.19     12.3       5.65     11.9      44.9      16.1
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  209.89 MİLYON M3         945 MM.        29.9 LT/SN/Km2"
E22A062,940,"Maks.       1.06      3.26     49.3      44.4      17.3      38.0      11.7       8.53      9.93      1.27      4.68      3.79
Min.        0.430     0.500     0.570     2.16      4.37      5.63      2.74      2.16      1.27      0.570     0.242     0.242
Ortalama    0.611     0.702     3.26      7.75      7.67      9.55      5.36      3.09      2.10      0.806     0.491     0.715
LT/SN/Km2   0.826     0.949     4.40     10.5      10.4      12.9       7.25      4.17      2.83      1.09      0.663     0.967
AKIM mm.    2.21      2.46     11.8      28.0      25.1      34.5      18.8      11.2       7.34      2.92      1.78      2.51
MİL. M3     1.64      1.82      8.72     20.8      18.6      25.6      13.9       8.27      5.43      2.16      1.31      1.85
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  110.10 MİLYON M3         149 MM.        4.7 LT/SN/Km2"
E22A063,941,"Maks.      56.2      15.3      77.1      20.2      26.6      86.4      12.4      42.0      16.7      10.4      16.7      24.1
Min.        0.709     0.574     1.35      2.52      2.23      2.37      0.874     0.791     0.791     0.709     0.469     0.337
Ortalama    4.69      1.25      9.11      7.90      6.96      8.41      2.56      4.25      4.95      2.21      1.72      2.30
LT/SN/Km2  17.1       4.55     33.2      28.8      25.4      30.6       9.34     15.5      18.0       8.03      6.26      8.39
AKIM mm.   45.7      11.8      88.9      77.1      61.3      82.1      24.2      41.5      46.7      21.5      16.8      21.7
MİL. M3    12.6       3.24     24.4      21.2      16.8      22.5       6.65     11.4      12.8       5.91      4.60      5.97
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  148.07 MİLYON M3         539 MM.        17.1 LT/SN/Km2"
E22A065,942,"Maks.       6.78      3.77     62.1      93.0      23.4      58.7      13.8      71.1      11.8       9.08    282.        8.40
Min.        0.562     0.642     0.723     2.26      3.09      2.26      0.723     0.723     0.723     0.642     0.285     0.249
Ortalama    1.40      1.03      6.92      9.29      9.59     11.5       3.66      2.99      2.31      2.23      6.37      1.22
LT/SN/Km2   3.63      2.65     17.9      24.1      24.8      29.7       9.48      7.73      5.97      5.78     16.5       3.16
AKIM mm.    9.71      6.88     48.0      64.4      60.0      79.6      24.6      20.7      15.5      15.5      44.1       8.18
MİL. M3     3.75      2.66     18.5      24.9      23.2      30.7       9.50      8.00      5.98      5.99     17.1       3.16
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  153.44 MİLYON M3         397 MM.        12.6 LT/SN/Km2"
E22A066,943,"Maks.       8.07      3.91     98.3      51.3      39.4      70.5      24.1     229.        8.07    123.      210.       24.5
Min.        0.216     0.566     1.01      3.07      6.46      5.28      2.23      1.72      1.59      1.59      1.23      0.721
Ortalama    1.03      0.904    10.8      12.9      14.4      14.7       5.06      6.02      2.79      4.08      8.74      2.34
LT/SN/Km2   2.76      2.42     28.8      34.4      38.6      39.3      13.5      16.1       7.47     10.9      23.4       6.27
AKIM mm.    7.39      6.28     77.2      92.2      93.4     105.       35.1      43.2      19.4      29.3      62.6      16.2
MİL. M3     2.76      2.34     28.8      34.4      34.9      39.3      13.1      16.1       7.23     10.9      23.4       6.07
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  219.30 MİLYON M3         587 MM.        18.6 LT/SN/Km2"
E22A071,947,"Maks.      13.7      12.8      35.8      29.8      17.4      26.6      16.3      55.4      14.6      55.0     146.       77.1
Min.        0.469     0.352     0.933     2.56      4.80      2.56      1.14      0.846     0.760     0.760     0.409     0.260
Ortalama    1.50      1.22      7.84      9.12      9.04      7.85      2.79      3.78      2.22      3.15     13.0       5.37
LT/SN/Km2   6.63      5.42     34.7      40.3      40.0      34.7      12.3      16.7       9.83     14.0      57.5      23.8
AKIM mm.   17.8      14.0      92.9     108.       96.8      93.1      32.0      44.8      25.5      37.4     154.       61.6
MİL. M3     4.02      3.18     21.0      24.4      21.9      21.0       7.22     10.1       5.76      8.45     34.8      13.9
===============================================================================================================================
SU YILI  ( 2018 )  YILLIK TOPLAM AKIM  175.73 MİLYON M3         778 MM.        24.7 LT/SN/Km2"
