station_code,page,raw_table_text
D14A064,466,"Maks.       0.290     0.500     0.330     1.700     5.360     7.200     4.170     4.170     1.400     0.600     0.500     0.385
Min.        0.130     0.210     0.130     0.210     0.500     0.920     1.000     1.000     0.210     0.150     0.105     0.105
Ortalama    0.161     0.259     0.212     0.400     1.210     1.650     1.710     1.450     0.619     0.350     0.268     0.167
LT/SN/Km2   1.610     2.590     2.120     4.000    12.100    16.500    17.100    14.500     6.190     3.500     2.680     1.670
AKIM mm.    4.320     6.720     5.670    10.700    29.200    44.300    44.400    38.800    16.000     9.380     7.170     4.330
MĠL. M3     0.432     0.672     0.567     1.070     2.920     4.430     4.440     3.880     1.600     0.938     0.717     0.433
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  22.10 MĠLYON M3         221 MM.        7.0 LT/SN/Km2"
D14A081,468,"Maks.       0.070     0.260     0.215     1.230     0.760     0.930     0.420     2.080     0.132     2.400     0.098     0.070
Min.        0.012     0.012     0.012     0.070     0.044     0.132     0.132     0.098     0.012     0.005     0.001     0.001
Ortalama    0.045     0.036     0.064     0.161     0.176     0.244     0.195     0.219     0.045     0.094     0.020     0.002
LT/SN/Km2   4.570     3.630     6.490    16.200    17.800    24.600    19.700    22.100     4.570     9.450     2.000     0.222
AKIM mm.   12.200     9.400    17.400    43.500    43.000    65.900    51.100    59.200    11.800    25.300     5.370     0.576
MĠL. M3     0.121     0.093     0.172     0.431     0.426     0.652     0.506     0.586     0.117     0.250     0.053     0.006
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  3.41 MĠLYON M3         345 MM.        10.9 LT/SN/Km2"
D14A117,472,"Maks.       0.170     0.220     0.220    10.300    23.100    13.800     3.200     8.750     1.530     2.100     0.170     0.220
Min.        0.100     0.049     0.070     0.170     1.120     1.240     1.400     0.400     0.170     0.130     0.100     0.100
Ortalama    0.105     0.096     0.098     1.210     1.600     2.610     1.920     1.030     0.334     0.215     0.111     0.126
LT/SN/Km2   1.340     1.240     1.260    15.500    20.500    33.500    24.600    13.200     4.290     2.750     1.420     1.620
AKIM mm.    3.600     3.200     3.370    41.400    49.500    89.700    63.700    35.400    11.100     7.370     3.800     4.190
MĠL. M3     0.281     0.250     0.263     3.230     3.860     7.000     4.970     2.760     0.867     0.575     0.296     0.327
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  24.68 MĠLYON M3         316 MM.        10.0 LT/SN/Km2"
D14A141,482,"Maks.       0.048     0.023     0.017     0.360     2.960     0.320     0.360     0.470     0.098     0.098     0.068     0.048
Min.        0.007     0.007     0.007     0.007     0.034     0.130     0.160     0.048     0.034     0.034     0.023     0.023
Ortalama    0.013     0.011     0.009     0.028     0.193     0.191     0.247     0.106     0.047     0.060     0.055     0.036
LT/SN/Km2   0.601     0.533     0.413     1.350     9.180     9.110    11.700     5.040     2.260     2.860     2.620     1.710
AKIM mm.    1.610     1.380     1.110     3.620    22.200    24.400    30.400    13.500     5.850     7.660     7.010     4.430
MĠL. M3     0.034     0.029     0.023     0.076     0.467     0.512     0.639     0.284     0.123     0.161     0.147     0.093
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  2.59 MĠLYON M3         123 MM.        3.9 LT/SN/Km2"
D14A162,489,"Maks.       3.05     22.2       5.70      5.96     26.4      52.7      56.5      46.6      13.9       9.10      2.38      3.05
Min.        0.972     0.816     1.71      1.93      4.66      5.96     11.4       8.80      5.70      1.93      0.816     0.894
Ortalama    1.64      2.82      3.12      3.63      8.77     16.5      29.1      22.5       9.46      3.69      1.18      1.39
LT/SN/Km2   2.30      3.95      4.39      5.09     12.3      23.2      40.8      31.6      13.3       5.17      1.65      1.94
AKIM mm.    6.17     10.3      11.7      13.6      29.8      62.2     106.       84.6      34.4      13.9       4.43      5.04
MĠL. M3     4.40      7.30      8.37      9.72     21.2      44.3      75.4      60.3      24.5       9.87      3.16      3.59
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  272.11 MĠLYON M3         382 MM.        12.1 LT/SN/Km2"
D14A172,498,"Maks.    --         113.000   97.400    182.000   172.000   124.000   196.000   340.000   226.000   171.000   175.000   178.000
Min.     --         15.500     9.400     4.250     3.780    26.300    37.600    62.900    30.500    20.400     9.620    14.800
Ortalama --         34.000    26.800    59.000    64.100    79.800    91.600    200.000   89.400    76.800    67.500    66.700
LT/SN/Km2--          3.180     2.500     5.520     6.000     7.470     8.560    18.700     8.360     7.190     6.310     6.240
AKIM mm. --          8.250     6.710    14.800    14.500    20.000    22.200    50.200    21.700    19.200    16.900    16.200
MĠL. M3  --         88.200    71.700    158.000   155.000   214.000   237.000   537.000   232.000   206.000   181.000   173.000
===============================================================================================================================
SU YILI  ( 2009 )"
D14A176,501,"Maks.      26.400     4.750     4.980    36.400    65.500    56.300    32.800    55.800    24.400    58.100    10.300    30.800
Min.        3.120     3.280     3.280     3.600     7.740     8.890    10.000     9.580     4.750     7.740     5.670     8.200
Ortalama    7.210     3.490     3.600     6.480    14.500    20.600    18.000    31.700    15.000    14.100     9.320    16.100
LT/SN/Km2   1.910     0.923     0.952     1.710     3.840     5.440     4.750     8.370     3.960     3.740     2.460     4.240
AKIM mm.    5.110     2.390     2.550     4.590     9.280    14.600    12.300    22.400    10.300    10.000     6.600    11.000
MĠL. M3    19.300     9.050     9.640    17.400    35.100    55.100    46.500    84.800    38.800    37.900    25.000    41.600
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  420.19 MĠLYON M3         111 MM.        3.5 LT/SN/Km2"
D14A179,504,"Maks.    --       --       --         338.000   296.000   356.000   504.000   412.000   345.000   316.000   277.000   275.000
Min.     --       --       --         42.600    26.000    37.300    70.200    117.000   44.400    45.300    37.300    35.600
Ortalama --       --       --         213.000   239.000   232.000   356.000   342.000   159.000   207.000   139.000   129.000
LT/SN/Km2--       --       --          5.930     6.660     6.470     9.930     9.540     4.430     5.770     3.880     3.590
AKIM mm. --       --       --         15.900    16.100    17.300    25.700    25.600    11.500    15.500    10.400     9.300
MĠL. M3  --       --       --         569.000   578.000   621.000   923.000   916.000   412.000   555.000   373.000   334.000
===============================================================================================================================
SU YILI  ( 2009 )"
D22A093,749,"Maks.      55.700    22.500    16.800    27.200    23.000    37.000    19.000    29.800     5.800    103.000    5.800    174.000
Min.       1.200     1.030     2.550     2.770     4.320     4.040     2.980     1.120     0.948     0.700     0.780     0.780
Ortalama    5.060     3.080     5.370     7.920     8.330    10.000     5.780     6.350     1.630     9.640     2.140    10.900
LT/SN/Km2  24.100    14.700    25.600    37.700    39.600    47.600    27.500    30.200     7.760    45.900    10.200    51.900
AKIM mm.   64.600    38.000    68.500    101.000   95.900    128.000   71.400    81.000    20.100    123.000   27.300    134.000
MİL. M3   13.600     7.990    14.400    21.200    20.100    26.800    15.000    17.000     4.230    25.800     5.720    28.200
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  200.04 MİLYON M3         953 MM.        30.2 LT/SN/Km2"
D22A105,755,"Maks.      18.500    34.400    19.000    32.600    50.200    15.000     8.450    19.000    13.300    52.800    47.800    87.600
Min.        0.330     0.330     0.530     0.820     0.660     1.100     0.480     0.330     0.220     0.130     0.220     0.330
Ortalama    1.730     2.810     2.670     3.890     4.590     4.070     1.200     1.760     0.660     1.890     0.990     2.910
LT/SN/Km2  23.300    37.700    35.800    52.200    61.600    54.700    16.100    23.600     8.860    25.400    13.300    39.000
AKIM mm.   62.300    97.800    95.800    140.000   149.000   146.000   41.800    63.200    23.000    68.100    35.600    101.000
MİL. M3    4.640     7.280     7.140    10.400    11.100    10.900     3.110     4.710     1.710     5.070     2.650     7.540
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  76.25 MİLYON M3         1023 MM.        32.5 LT/SN/Km2"
D22A106,756,"Maks.      14.7      13.3      15.1      14.2       6.75     13.8       8.10      9.89     21.2     113.        2.26     42.0
Min.        0.861     0.347     0.782     1.14      1.04      2.38      1.39      0.347     0.268     0.198     0.268     0.268
Ortalama    2.03      1.60      2.00      3.27      2.47      5.10      3.06      2.36      0.819     5.51      0.701     5.31
LT/SN/Km2  16.6      13.1      16.4      26.8      20.2      41.8      25.1      19.4       6.71     45.2       5.74     43.5
AKIM mm.   44.5      33.9      43.9      71.9      49.0     112.       65.0      51.9      17.4     121.       15.4     113.
MİL. M3     5.43      4.14      5.36      8.77      5.97     13.7       7.93      6.33      2.12     14.8       1.88     13.8
===============================================================================================================================
SU YILI  ( 2009 )  YILLIK TOPLAM AKIM  90.23 MİLYON M3         740 MM.        23.4 LT/SN/Km2"
