station_code,page,raw_table_text
D14A011,502,"Maks.       0.057     0.057     0.057     0.037     1.83     14.8      20.2      15.7      12.6      12.8      12.1      11.6
Min.        0.022     0.005     KURU      KURU      0.004     0.012     0.012     0.164     0.674     0.769     0.012     0.417
Ortalama    0.054     0.028     0.020     0.018     0.034     3.50      5.44      2.24      2.20      7.59      3.77      1.62
LT/SN/Km2   0.371     0.193     0.139     0.126     0.234    24.1      37.5      15.4      15.1      52.3      26.0      11.1
AKIM mm.    0.993     0.500     0.371     0.337     0.566    64.6      97.3      41.4      39.3     140.       69.5      28.9
MİL. M3     0.144     0.073     0.054     0.049     0.082     9.37     14.1       6.00      5.70     20.3      10.1       4.19
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  70.16 MİLYON M3         484 MM.        15.3 LT/SN/Km2"
D14A064,509,"Maks.       0.431     0.541     0.431     0.827     1.81      2.63      1.42      0.982     0.898     0.375     0.225     0.108
Min.        0.019     0.065     0.160     0.190     0.190     0.541     0.612     0.265     0.225     0.027     0.027     0.050
Ortalama    0.049     0.119     0.235     0.350     0.427     0.995     0.890     0.619     0.379     0.162     0.099     0.088
LT/SN/Km2   0.494     1.19      2.35      3.50      4.27      9.95      8.90      6.19      3.79      1.62      0.986     0.880
AKIM mm.    1.32      3.08      6.30      9.37     10.3      26.6      23.1      16.6       9.82      4.35      2.64      2.28
MİL. M3     0.132     0.308     0.630     0.937     1.03      2.66      2.31      1.66      0.982     0.435     0.264     0.228
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  11.58 MİLYON M3         116 MM.        3.7 LT/SN/Km2"
D14A081,511,"Maks.       0.025     0.480     0.044     0.420     0.760     0.840     0.840     0.310     1.38      0.098     0.098     0.070
Min.        0.005     0.005     0.025     0.044     0.070     0.098     0.132     0.005     0.025     0.012     0.005     0.005
Ortalama    0.012     0.028     0.028     0.140     0.198     0.229     0.287     0.082     0.067     0.054     0.070     0.023
LT/SN/Km2   1.17      2.86      2.83     14.1      20.0      23.1      29.0       8.24      6.76      5.47      7.07      2.37
AKIM mm.    3.12      7.41      7.59     37.8      48.4      61.9      75.1      22.1      17.5      14.7      18.9       6.14
MİL. M3     0.031     0.073     0.075     0.374     0.479     0.613     0.744     0.218     0.173     0.145     0.187     0.061
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  3.17 MİLYON M3         321 MM.        10.2 LT/SN/Km2"
D14A117,516,"Maks.       0.170     4.20      2.25      2.10      5.53     12.6       7.48      0.660     0.810     0.300     0.130     0.130
Min.        0.070     0.070     0.170     0.300     0.220     1.24      0.660     0.220     0.130     0.070     0.049     0.070
Ortalama    0.072     0.234     0.493     0.561     1.11      2.18      1.50      0.394     0.284     0.160     0.085     0.085
LT/SN/Km2   0.922     3.00      6.32      7.20     14.3      27.9      19.3       5.05      3.64      2.05      1.08      1.09
AKIM mm.    2.47      7.79     16.9      19.3      34.5      74.8      49.9      13.5       9.43      5.49      2.90      2.82
MİL. M3     0.193     0.607     1.32      1.50      2.69      5.83      3.89      1.05      0.735     0.429     0.226     0.220
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  18.69 MİLYON M3         240 MM.        7.6 LT/SN/Km2"
D14A141,523,"Maks.       0.150     0.007     0.014     0.005     0.009     0.120     0.150     0.120     0.150     0.094     0.065     0.032
Min.        0.003     0.003     0.003     KURU      0.003     0.009     0.045     0.022     KURU      0.001     KURU      0.005
Ortalama    0.005     0.004     0.004     0.004     0.005     0.020     0.083     0.046     0.037     0.035     0.020     0.009
LT/SN/Km2   0.250     0.213     0.174     0.189     0.248     0.965     3.95      2.18      1.75      1.67      0.971     0.419
AKIM mm.    0.671     0.551     0.465     0.506     0.601     2.58     10.2       5.85      4.54      4.47      2.60      1.09
MİL. M3     0.014     0.012     0.010     0.011     0.013     0.054     0.215     0.123     0.095     0.094     0.055     0.023
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  0.72 MİLYON M3         34 MM.        1.1 LT/SN/Km2"
D14A162,529,"Maks.      23.6      17.5      21.7      10.4       8.47     62.9     134.       31.7      21.5       4.77      2.92      KURU
Min.        1.27      0.990     2.94      3.12      3.34      6.17     16.0      10.6       3.27      0.716     0.331     0.645
Ortalama    3.18      4.09      7.58      4.31      3.98     16.4      29.4      16.0       7.39      2.09      1.39      1.10
LT/SN/Km2   4.46      5.75     10.6       6.04      5.58     23.0      41.2      22.5      10.4       2.93      1.95      1.54
AKIM mm.   11.9      14.9      28.5      16.2      13.5      61.7     107.       60.1      26.9       7.86      5.21      3.99
MİL. M3     8.51     10.6      20.3      11.5       9.63     44.0      76.1      42.9      19.2       5.60      3.71      2.84
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  254.89 MİLYON M3         358 MM.        11.3 LT/SN/Km2"
D14A176,537,"Maks.      20.0       3.47      4.99      5.59     16.0      57.1      56.1      40.4      26.6      16.7      14.5      18.4
Min.        2.08      1.69      1.80      2.23      2.67      6.00     13.9       6.61      7.43      7.22      7.43      5.80
Ortalama    3.35      2.18      2.51      3.39      3.58     30.8      37.5      16.0      12.9       9.72      9.55     14.5
LT/SN/Km2   0.886     0.577     0.664     0.895     0.947     8.14      9.92      4.22      3.41      2.57      2.52      3.82
AKIM mm.    2.37      1.49      1.78      2.40      2.29     21.8      25.7      11.3       8.84      6.88      6.76      9.91
MİL. M3     8.98      5.65      6.73      9.07      8.67     82.5      97.3      42.7      33.4      26.0      25.6      37.5
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  384.10 MİLYON M3         102 MM.        3.2 LT/SN/Km2"
D14A179,539,"Maks.     194.      277.      219.      262.      296.      290.      456.      292.      313.      300.      248.      281.
Min.        1.94      4.81      6.25      5.25     16.6      21.8      36.0      33.0      16.6      11.8      15.1      17.4
Ortalama   19.9      50.6      45.5     130.      194.      201.      280.      184.      173.      136.      199.      185.
LT/SN/Km2   0.555     1.41      1.27      3.62      5.42      5.61      7.81      5.13      4.83      3.80      5.56      5.15
AKIM mm.    1.49      3.66      3.40      9.70     13.1      15.0      20.3      13.7      12.5      10.2      14.9      13.3
MİL. M3    53.3     131.      122.      348.      470.      539.      726.      493.      449.      365.      534.      479.
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  4709.30 MİLYON M3         131 MM.        4.2 LT/SN/Km2"
D14A184,544,"Maks.       0.525     0.665     1.35      0.618     0.724     2.67      2.40      1.40      1.15      0.448     0.302     1.29
Min.        0.070     0.115     0.211     0.431     0.478     0.618     1.09      0.448     0.188     0.014     0.014     0.036
Ortalama    0.126     0.245     0.610     0.458     0.568     1.17      1.44      1.07      0.571     0.337     0.158     0.138
LT/SN/Km2   6.60     12.8      31.9      24.0      29.7      61.3      75.3      56.2      29.9      17.7       8.29      7.24
AKIM mm.   17.7      33.3      85.6      64.3      72.0     164.      195.      151.       77.5      47.3      22.2      18.8
MİL. M3     0.337     0.635     1.63      1.23      1.37      3.14      3.73      2.88      1.48      0.903     0.424     0.358
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  18.12 MİLYON M3         949 MM.        30.1 LT/SN/Km2"
D14A188,546,"Maks.       KURU      KURU      0.009     0.025     0.057     0.274     1.86      0.243     0.148     0.041     0.025     0.009
Min.        KURU      KURU      KURU      0.006     0.012     0.009     0.075     0.012     0.006     0.006     KURU      KURU
Ortalama    KURU      KURU      0.003     0.013     0.023     0.055     0.204     0.072     0.024     0.016     0.006     0.003
LT/SN/Km2   KURU      KURU      0.224     0.854     1.57      3.74     13.8       4.87      1.62      1.10      0.429     0.225
AKIM mm.    KURU      KURU      0.601     2.29      3.79     10.0      35.7      13.1       4.20      2.94      1.15      0.584
MİL. M3     KURU      KURU      0.009     0.034     0.056     0.148     0.529     0.193     0.062     0.043     0.017     0.009
===============================================================================================================================
SU YILI  ( 2015 )  YILLIK TOPLAM AKIM  1.10 MİLYON M3         74 MM.        2.4 LT/SN/Km2"
