station_code,page,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,annual_total_m3,annual_mm,annual_lt_sn_km2
D14A064,466,0.29,0.5,0.33,1.7,5.36,7.2,4.17,4.17,1.4,0.6,0.5,0.385,0.13,0.21,0.13,0.21,0.5,0.92,1.0,1.0,0.21,0.15,0.105,0.105,0.161,0.259,0.212,0.4,1.21,1.65,1.71,1.45,0.619,0.35,0.268,0.167,1.61,2.59,2.12,4.0,12.1,16.5,17.1,14.5,6.19,3.5,2.68,1.67,4.32,6.72,5.67,10.7,29.2,44.3,44.4,38.8,16.0,9.38,7.17,4.33,,,,,,,,,,,,,,,
D14A081,468,0.07,0.26,0.215,1.23,0.76,0.93,0.42,2.08,0.132,2.4,0.098,0.07,0.012,0.012,0.012,0.07,0.044,0.132,0.132,0.098,0.012,0.005,0.001,0.001,0.045,0.036,0.064,0.161,0.176,0.244,0.195,0.219,0.045,0.094,0.02,0.002,4.57,3.63,6.49,16.2,17.8,24.6,19.7,22.1,4.57,9.45,2.0,0.222,12.2,9.4,17.4,43.5,43.0,65.9,51.1,59.2,11.8,25.3,5.37,0.576,,,,,,,,,,,,,,,
D14A117,472,0.17,0.22,0.22,10.3,23.1,13.8,3.2,8.75,1.53,2.1,0.17,0.22,0.1,0.049,0.07,0.17,1.12,1.24,1.4,0.4,0.17,0.13,0.1,0.1,0.105,0.096,0.098,1.21,1.6,2.61,1.92,1.03,0.334,0.215,0.111,0.126,1.34,1.24,1.26,15.5,20.5,33.5,24.6,13.2,4.29,2.75,1.42,1.62,3.6,3.2,3.37,41.4,49.5,89.7,63.7,35.4,11.1,7.37,3.8,4.19,,,,,,,,,,,,,,,
D14A141,482,0.048,0.023,0.017,0.36,2.96,0.32,0.36,0.47,0.098,0.098,0.068,0.048,0.007,0.007,0.007,0.007,0.034,0.13,0.16,0.048,0.034,0.034,0.023,0.023,0.013,0.011,0.009,0.028,0.193,0.191,0.247,0.106,0.047,0.06,0.055,0.036,0.601,0.533,0.413,1.35,9.18,9.11,11.7,5.04,2.26,2.86,2.62,1.71,1.61,1.38,1.11,3.62,22.2,24.4,30.4,13.5,5.85,7.66,7.01,4.43,,,,,,,,,,,,,,,
D14A162,489,3.05,22.2,5.7,5.96,26.4,52.7,56.5,46.6,13.9,9.1,2.38,3.05,0.972,0.816,1.71,1.93,4.66,5.96,11.4,8.8,5.7,1.93,0.816,0.894,1.64,2.82,3.12,3.63,8.77,16.5,29.1,22.5,9.46,3.69,1.18,1.39,2.3,3.95,4.39,5.09,12.3,23.2,40.8,31.6,13.3,5.17,1.65,1.94,6.17,10.3,11.7,13.6,29.8,62.2,106.0,84.6,34.4,13.9,4.43,5.04,,,,,,,,,,,,,,,
D14A172,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14A176,501,26.4,4.75,4.98,36.4,65.5,56.3,32.8,55.8,24.4,58.1,10.3,30.8,3.12,3.28,3.28,3.6,7.74,8.89,10.0,9.58,4.75,7.74,5.67,8.2,7.21,3.49,3.6,6.48,14.5,20.6,18.0,31.7,15.0,14.1,9.32,16.1,1.91,0.923,0.952,1.71,3.84,5.44,4.75,8.37,3.96,3.74,2.46,4.24,5.11,2.39,2.55,4.59,9.28,14.6,12.3,22.4,10.3,10.0,6.6,11.0,,,,,,,,,,,,,,,
D14A179,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D22A093,749,55.7,22.5,16.8,27.2,23.0,37.0,19.0,29.8,5.8,103.0,5.8,174.0,1.2,1.03,2.55,2.77,4.32,4.04,2.98,1.12,0.948,0.7,0.78,0.78,5.06,3.08,5.37,7.92,8.33,10.0,5.78,6.35,1.63,9.64,2.14,10.9,24.1,14.7,25.6,37.7,39.6,47.6,27.5,30.2,7.76,45.9,10.2,51.9,64.6,38.0,68.5,101.0,95.9,128.0,71.4,81.0,20.1,123.0,27.3,134.0,13.6,7.99,14.4,21.2,20.1,26.8,15.0,17.0,4.23,25.8,5.72,28.2,200040000.0,953.0,30.2
D22A105,755,18.5,34.4,19.0,32.6,50.2,15.0,8.45,19.0,13.3,52.8,47.8,87.6,0.33,0.33,0.53,0.82,0.66,1.1,0.48,0.33,0.22,0.13,0.22,0.33,1.73,2.81,2.67,3.89,4.59,4.07,1.2,1.76,0.66,1.89,0.99,2.91,23.3,37.7,35.8,52.2,61.6,54.7,16.1,23.6,8.86,25.4,13.3,39.0,62.3,97.8,95.8,140.0,149.0,146.0,41.8,63.2,23.0,68.1,35.6,101.0,4.64,7.28,7.14,10.4,11.1,10.9,3.11,4.71,1.71,5.07,2.65,7.54,76250000.0,1023.0,32.5
