station_code,page,raw_table_text
E14A002,531,"Maks.     128.      111.      194.      118.      170.       92.3      85.4      86.6     106.       87.7      52.0     106.
Min.       23.0      26.7      42.2      27.4      27.4      19.3       4.20      5.94     25.5      23.0      11.4      15.5
Ortalama   81.3      76.5     104.       79.2      71.5      51.6      21.0      25.4      53.4      35.7      31.2      47.8
LT/SN/Km2   2.40      2.26      3.06      2.34      2.11      1.52      0.620     0.750     1.57      1.05      0.921     1.41
AKIM mm.    6.42      5.85      8.20      6.26      5.10      4.08      1.61      2.01      4.08      2.82      2.47      3.66
MİL. M3   218.      198.      278.      212.      173.      138.       54.5      68.1     138.       95.6      83.6     124.
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  1780.80 MİLYON M3         53 MM.        1.7 LT/SN/Km2"
E14A018,533,"Maks.       2.89      6.68      4.82      4.82      4.50     24.0       9.40     13.1      17.0       3.53      2.21     10.9
Min.        0.528     0.586     0.586     0.586     0.702     0.941     2.89      1.30      0.760     0.356     0.242     0.644
Ortalama    1.28      1.28      1.49      1.35      1.55      9.04      6.96      4.30      5.15      1.11      0.912     1.66
LT/SN/Km2   0.795     0.793     0.928     0.837     0.962     5.62      4.33      2.68      3.20      0.689     0.567     1.03
AKIM mm.    2.13      2.06      2.49      2.24      2.33     15.1      11.2       7.17      8.29      1.84      1.52      2.67
MİL. M3     3.42      3.31      4.00      3.60      3.74     24.2      18.0      11.5      13.3       2.97      2.44      4.29
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  94.77 MİLYON M3         59 MM.        1.9 LT/SN/Km2"
E14A027,536,"Maks.       3.75     59.4      83.4      42.7      74.4       2.49      2.25     18.2       2.60      2.60      6.58      3.77
Min.        1.68      1.58      2.25      1.80      1.03      0.905     1.12      1.37      1.72      1.63      1.29      0.842
Ortalama    2.92      7.78      6.94      2.49      2.57      1.56      1.56      2.83      2.09      2.00      2.25      1.90
LT/SN/Km2   0.340     0.908     0.810     0.290     0.300     0.182     0.182     0.330     0.243     0.233     0.262     0.221
AKIM mm.    0.911     2.35      2.17      0.777     0.725     0.486     0.472     0.885     0.631     0.624     0.702     0.574
MİL. M3     7.81     20.2      18.6       6.66      6.22      4.17      4.04      7.59      5.41      5.35      6.02      4.92
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  96.99 MİLYON M3         11 MM.        0.4 LT/SN/Km2"
E14A038,542,"Maks.       0.950     2.55      0.950     1.56      1.56      6.40      3.07      4.10      1.56      0.710     0.400     1.56
Min.        0.245     0.307     0.338     0.307     0.307     0.500     1.65      0.950     0.245     0.183     0.199     0.168
Ortalama    0.640     0.569     0.599     0.507     0.584     1.86      2.19      1.55      0.741     0.233     0.243     0.470
LT/SN/Km2   2.15      1.91      2.01      1.70      1.96      6.24      7.35      5.19      2.49      0.783     0.815     1.58
AKIM mm.    5.75      4.95      5.38      4.56      4.74     16.7      19.1      13.9       6.45      2.10      2.18      4.09
MİL. M3     1.71      1.47      1.60      1.36      1.41      4.98      5.68      4.14      1.92      0.625     0.651     1.22
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  26.77 MİLYON M3         90 MM.        2.9 LT/SN/Km2"
E14A040,543,"Maks.       0.248     0.082     0.356     3.33      1.98      4.50      1.70      3.72      5.94      0.137     2.75      0.001
Min.        KURU      KURU      0.007     0.174     0.427     0.640     KURU      KURU      0.003     KURU      KURU      KURU
Ortalama    0.030     0.020     0.102     0.564     0.795     1.84      0.339     0.880     1.27      0.006     0.009     KURU
LT/SN/Km2   0.087     0.058     0.302     1.67      2.35      5.45      1.00      2.60      3.74      0.018     0.026     KURU
AKIM mm.    0.234     0.150     0.809     4.47      5.69     14.6       2.60      6.97      9.70      0.049     0.069     KURU
MİL. M3     0.079     0.051     0.274     1.51      1.92      4.93      0.879     2.36      3.28      0.017     0.023     KURU
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  15.32 MİLYON M3         45 MM.        1.4 LT/SN/Km2"
D22A093,911,"Maks.      40.3       1.65     12.1      13.8       9.56     19.6      19.1      11.7      25.9      31.6      38.1      40.3
Min.        0.479     0.411     0.479     1.84      1.51      2.21      0.917     0.628     0.411     0.411     0.347     0.347
Ortalama    6.40      0.612     3.12      4.74      3.54      6.58      3.97      3.11      3.57      1.52      1.54      2.55
LT/SN/Km2  30.5       2.91     14.9      22.6      16.9      31.3      18.9      14.8      17.0       7.21      7.31     12.1
AKIM mm.   81.7       7.55     39.8      60.5      40.8      83.9      49.1      39.6      44.1      19.3      19.6      31.5
MİL. M3    17.2       1.59      8.35     12.7       8.56     17.6      10.3       8.32      9.27      4.06      4.11      6.61
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  108.67 MİLYON M3         517 MM.        16.4 LT/SN/Km2"
D22A098,915,"Maks.      21.4       2.90      2.17      1.96      3.05     18.1      27.4      32.7      13.7       4.49      5.84     14.6
Min.        1.45      1.10      0.578     0.777     0.891     1.48      6.08      7.02      3.10      1.73      0.724     0.675
Ortalama    3.56      1.56      1.13      1.05      1.32      6.07     11.2      12.1       6.45      2.31      1.46      2.36
LT/SN/Km2  11.1       4.86      3.51      3.27      4.11     18.9      34.9      37.6      20.1       7.17      4.53      7.33
AKIM mm.   29.7      12.6       9.41      8.76      9.94     50.6      90.5     101.       52.0      19.2      12.1      19.0
MİL. M3     9.53      4.05      3.03      2.82      3.20     16.3      29.1      32.4      16.7       6.17      3.90      6.11
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  133.31 MİLYON M3         415 MM.        13.1 LT/SN/Km2"
D22A105,917,"Maks.      81.7       7.10      8.20      4.35      7.80      9.80     12.5      20.0       9.00     13.9     149.      115.
Min.        0.159     0.119     0.360     0.203     0.203     0.304     0.076     0.076     0.119     0.024     0.060     0.304
Ortalama    3.67      0.445     2.03      0.747     0.830     2.06      1.28      1.28      0.894     0.626     2.36      2.21
LT/SN/Km2  49.3       5.97     27.2      10.0      11.1      27.6      17.2      17.2      12.0       8.40     31.7      29.6
AKIM mm.  132.       15.5      72.9      26.9      26.9      73.9      44.6      46.0      31.1      22.5      85.0      76.8
MİL. M3     9.83      1.15      5.43      2.00      2.01      5.50      3.33      3.42      2.32      1.68      6.33      5.72
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  48.72 MİLYON M3         654 MM.        20.7 LT/SN/Km2"
D22A106,918,"Maks.      32.7     106.       12.5      15.6      12.6      13.8       8.57      5.40     31.7      23.9      10.1       5.80
Min.        0.468     0.854     0.628     0.760     0.768     0.426     0.204     0.100     0.100     0.534     0.390     0.910
Ortalama    3.91      6.68      3.53      4.33      4.37      2.82      1.29      0.368     2.68      2.07      0.809     1.81
LT/SN/Km2  32.1      54.8      28.9      35.5      35.8      23.1      10.6       3.02     21.9      16.9       6.63     14.9
AKIM mm.   85.9     142.       77.4      95.2      86.7      61.9      27.5       8.08     56.9      45.4      17.8      38.5
MİL. M3    10.5      17.3       9.44     11.6      10.6       7.56      3.36      0.986     6.94      5.53      2.17      4.70
===============================================================================================================================
SU YILI  ( 2010 )  YILLIK TOPLAM AKIM  90.69 MİLYON M3         743 MM.        23.6 LT/SN/Km2"
E22A053,960,"Maks.      86.5       7.65     23.8      11.4      13.5      35.0      39.4      41.2      62.2      11.4      24.7      68.5
Min.        4.52      4.71      4.71      4.91      4.91      5.33     13.0       6.92      6.92      4.52      4.52      6.92
Ortalama   11.1       5.08      8.80      7.18      6.96     17.5      19.3      13.8      13.9       5.11      7.09     12.5
LT/SN/Km2  14.3       6.59     11.4       9.32      9.04     22.7      25.1      17.9      18.1       6.63      9.19     16.2
AKIM mm.   38.4      17.1      30.6      25.0      21.9      60.7      65.0      48.1      46.9      17.8      24.6      42.1
MİL. M3    29.6      13.2      23.6      19.2      16.8      46.8      50.1      37.0      36.1      13.7      19.0      32.4
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  337.50 MİLYON M3         438 MM.        13.9 LT/SN/Km2"
E22A054,961,"Maks.      76.5       4.49     21.8      12.0       5.85     16.9      15.1      12.6      11.5      67.5      60.1      16.3
Min.        0.595     0.500     0.595     1.31      0.785     0.880     0.785     0.690     0.595     0.107     0.107     0.405
Ortalama    5.17      0.920     5.68      2.65      1.36      3.40      1.80      1.71      1.13      1.43      1.13      1.05
LT/SN/Km2  23.3       4.14     25.6      11.9       6.10     15.3       8.10      7.69      5.07      6.42      5.07      4.73
AKIM mm.   62.3      10.7      68.5      32.0      14.8      41.0      21.0      20.6      13.1      17.2      13.6      12.3
MİL. M3    13.8       2.39     15.2       7.10      3.28      9.12      4.66      4.58      2.92      3.82      3.02      2.73
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  72.62 MİLYON M3         327 MM.        10.4 LT/SN/Km2"
E22A062,962,"Maks.       5.29      0.886     1.52      1.52      1.40      3.83      2.16      5.59     87.2       1.52      1.27      4.40
Min.        0.301     0.430     0.570     0.710     0.710     0.640     0.570     0.570     0.710     0.066     0.066     0.010
Ortalama    0.664     0.571     0.872     0.916     0.838     1.26      0.848     1.17      3.92      0.324     0.194     0.488
LT/SN/Km2   0.897     0.772     1.18      1.24      1.13      1.70      1.15      1.58      5.30      0.438     0.262     0.659
AKIM mm.    2.40      2.00      3.16      3.32      2.74      4.56      2.97      4.22     13.7       1.17      0.700     1.71
MİL. M3     1.78      1.48      2.34      2.45      2.03      3.38      2.20      3.13     10.2       0.868     0.518     1.26
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  31.64 MİLYON M3         43 MM.        1.4 LT/SN/Km2"
E22A063,963,"Maks.      68.6       2.63     20.6      13.1       9.85     26.6      25.5      11.7      35.0      54.0      63.1      75.4
Min.        1.01      0.303     1.26      2.24      1.85      1.85      1.01      1.01      0.726     0.726     0.630     0.726
Ortalama    7.31      1.31      5.84      5.42      3.73      7.55      4.56      3.50      4.27      1.94      2.10      3.91
LT/SN/Km2  26.6       4.79     21.3      19.7      13.6      27.5      16.6      12.7      15.6       7.08      7.63     14.2
AKIM mm.   71.4      12.4      56.9      52.8      32.9      73.7      43.1      34.1      40.3      19.0      20.4      36.9
MİL. M3    19.6       3.41     15.6      14.5       9.02     20.2      11.8       9.37     11.1       5.20      5.61     10.1
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  135.51 MİLYON M3         494 MM.        15.7 LT/SN/Km2"
E22A065,966,"Maks.      24.6       2.81     20.7       9.75      4.98     24.6      11.1       9.08     23.4      13.8       1.98     20.7
Min.        0.562     0.481     1.23      1.23      1.23      1.98      1.48      1.23      0.562     0.481     0.320     0.320
Ortalama    2.14      1.11      4.69      4.18      2.39      4.13      2.80      2.82      2.87      0.917     0.667     2.11
LT/SN/Km2   5.54      2.88     12.1      10.8       6.19     10.7       7.25      7.30      7.42      2.37      1.73      5.45
AKIM mm.   14.8       7.48     32.5      29.0      15.0      28.6      18.8      19.6      19.2       6.36      4.63     14.1
MİL. M3     5.73      2.89     12.6      11.2       5.79     11.1       7.26      7.56      7.43      2.46      1.79      5.46
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  81.27 MİLYON M3         210 MM.        6.7 LT/SN/Km2"
E22A066,967,"Maks.      78.2       5.66     24.5      14.2       5.41     29.3      14.2      27.2      25.2       8.37      7.14      4.19
Min.        0.508     0.561     1.35      2.47      0.668     1.70      0.827     0.774     0.615     0.248     0.114     0.180
Ortalama    4.57      1.14      6.74      5.04      2.32      5.03      2.62      3.15      2.60      0.684     0.520     0.580
LT/SN/Km2  12.2       3.05     18.0      13.5       6.21     13.5       7.02      8.42      6.97      1.83      1.39      1.55
AKIM mm.   32.7       7.92     48.3      36.1      15.0      36.1      18.2      22.6      18.1       4.90      3.73      4.02
MİL. M3    12.2       2.96     18.1      13.5       5.62     13.5       6.79      8.43      6.75      1.83      1.39      1.50
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  92.57 MİLYON M3         248 MM.        7.9 LT/SN/Km2"
E22A071,972,"Maks.      42.7       5.28     17.9      10.3       4.59     19.7      14.1      15.7      13.7       9.96      1.96      1.44
Min.        0.420     0.346     1.03      1.68      0.958     1.23      0.814     0.742     0.520     0.309     0.160     0.210
Ortalama    3.34      1.02      5.67      3.10      1.58      3.69      2.12      2.21      1.59      0.878     0.414     0.493
LT/SN/Km2  14.8       4.52     25.1      13.7       6.98     16.3       9.40      9.80      7.06      3.89      1.83      2.18
AKIM mm.   39.5      11.7      67.2      36.8      16.9      43.7      24.4      26.2      18.3      10.4       4.91      5.65
MİL. M3     8.94      2.64     15.2       8.31      3.81      9.88      5.51      5.93      4.13      2.35      1.11      1.28
===============================================================================================================================
SU YILI  ( 2014 )  YILLIK TOPLAM AKIM  69.09 MİLYON M3         306 MM.        9.7 LT/SN/Km2"
