station_code,page,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,annual_total_m3,annual_mm,annual_lt_sn_km2
E14A040,568,0.217,0.306,0.552,2.67,7.83,12.4,17.4,9.24,49.4,0.72,0.002,,,,0.015,0.262,0.177,2.9,1.75,0.608,0.664,,,,0.034,0.067,0.132,0.668,1.99,6.08,4.54,1.76,3.43,0.067,,,0.099,0.199,0.392,1.98,5.89,18.0,13.4,5.21,10.2,0.199,0.001,,0.266,0.515,1.05,5.29,14.2,48.2,34.8,14.0,26.3,0.533,0.003,,0.09,0.174,0.355,1.79,4.81,16.3,11.8,4.72,8.9,0.18,0.001,,49120000.0,145.0,4.6
D22A093,901,18.2,9.56,16.9,8.19,16.4,30.7,23.2,12.1,13.8,3.76,4.03,4.03,0.72,0.917,2.21,1.51,1.84,4.29,2.21,0.813,1.02,0.294,0.244,0.08,4.12,3.02,4.91,3.47,6.46,13.8,10.2,5.93,4.49,0.888,0.613,0.725,19.6,14.4,23.4,16.5,30.7,65.5,48.8,28.2,21.4,4.23,2.92,3.45,52.5,37.3,62.6,44.2,74.4,175.0,126.0,75.6,55.4,11.3,7.82,8.95,11.0,7.83,13.2,9.28,15.6,36.8,26.6,15.9,11.6,2.38,1.64,1.88,153710000.0,732.0,23.2
D22A098,902,5.91,4.79,5.91,4.57,11.6,17.1,41.7,41.0,26.2,14.0,10.7,5.46,0.808,0.706,0.808,0.808,0.96,5.53,9.74,17.1,8.64,3.69,1.12,0.655,1.38,1.22,1.23,1.08,3.57,10.1,21.5,26.5,16.6,6.14,3.34,1.02,4.31,3.81,3.83,3.36,11.1,31.3,66.8,82.5,51.8,19.1,10.4,3.18,11.5,9.87,10.3,9.0,26.9,83.8,173.0,221.0,134.0,51.2,27.8,8.25,3.71,3.17,3.3,2.89,8.65,27.0,55.7,71.0,43.1,16.5,8.94,2.65,246610000.0,767.0,24.3
D22A105,904,6.08,25.5,29.4,16.3,21.2,14.9,7.69,13.4,20.1,1.42,15.8,3.17,0.196,0.46,1.27,1.27,0.973,0.973,0.607,0.313,0.24,0.109,0.109,0.109,1.36,2.12,4.12,3.91,5.55,3.32,1.62,1.72,1.32,0.242,0.501,0.271,18.3,28.4,55.3,52.5,74.5,44.5,21.8,23.1,17.8,3.24,6.73,3.64,49.0,73.7,148.0,141.0,180.0,119.0,56.5,61.8,46.1,8.68,18.0,9.44,3.65,5.49,11.0,10.5,13.4,8.89,4.21,4.61,3.43,0.647,1.34,0.703,67870000.0,911.0,28.9
D22A106,905,12.1,14.1,14.7,4.1,11.5,11.0,9.5,19.1,21.1,3.85,6.81,6.81,0.97,1.13,2.26,1.81,2.11,3.1,3.1,1.96,1.52,0.649,0.523,0.478,2.98,3.09,4.24,2.57,4.52,5.53,4.89,4.83,4.44,1.3,1.29,1.3,24.4,25.3,34.8,21.1,37.0,45.3,40.1,39.6,36.4,10.7,10.5,10.7,65.4,65.6,93.2,56.4,89.6,121.0,104.0,106.0,94.3,28.5,28.2,27.6,7.98,8.01,11.4,6.88,10.9,14.8,12.7,12.9,11.5,3.48,3.44,3.37,107360000.0,880.0,27.9
E22A053,935,21.0,34.4,32.7,10.8,26.3,50.5,72.8,85.2,79.9,11.7,28.4,43.6,4.52,4.71,5.78,5.33,5.55,14.9,24.2,25.8,7.65,4.52,3.74,7.54,7.68,7.95,11.0,7.45,11.8,26.5,38.1,39.7,27.4,5.79,6.99,10.4,9.96,10.3,14.2,9.67,15.3,34.4,49.4,51.6,35.5,7.51,9.07,13.5,26.7,26.7,38.2,25.9,37.0,92.2,128.0,138.0,92.0,20.1,24.3,35.1,20.6,20.6,29.4,20.0,28.5,71.0,98.7,106.0,70.9,15.5,18.7,27.0,526900000.0,684.0,21.7
E22A054,936,16.3,58.1,58.1,33.6,59.1,51.0,23.3,21.8,182.0,2.08,3.34,142.0,1.02,1.02,3.34,2.08,3.34,3.88,1.46,0.88,0.785,0.5,0.349,0.236,2.97,4.95,9.69,9.14,14.3,10.4,4.36,3.07,5.71,0.844,0.613,1.61,13.4,22.3,43.6,41.1,64.5,46.9,19.6,13.8,25.7,3.8,2.76,7.24,35.8,57.8,117.0,110.0,156.0,126.0,50.8,37.1,66.6,10.2,7.39,18.8,7.96,12.8,25.9,24.5,34.7,27.9,11.3,8.23,14.8,2.26,1.64,4.17,176160000.0,793.0,25.1
E22A062,938,1.15,6.02,14.1,16.7,26.2,27.2,50.5,33.8,39.0,3.79,1.27,1.96,0.798,0.57,0.71,3.26,2.74,3.79,5.0,4.68,3.53,1.27,0.71,0.36,0.914,0.818,2.73,6.28,8.03,7.66,10.5,8.84,6.39,2.02,0.981,0.613,1.24,1.11,3.69,8.49,10.9,10.4,14.2,11.9,8.63,2.73,1.33,0.829,3.31,2.87,9.88,22.7,26.3,27.7,36.9,32.0,22.4,7.3,3.55,2.15,2.45,2.12,7.31,16.8,19.4,20.5,27.3,23.7,16.6,5.41,2.63,1.59,145810000.0,197.0,6.2
E22A063,939,29.0,28.2,31.9,9.34,18.8,32.8,26.6,39.7,46.6,4.44,5.97,6.69,1.79,1.64,3.89,2.79,2.79,7.05,4.71,2.23,1.06,0.469,0.469,0.177,7.25,5.17,7.85,4.66,7.79,15.4,11.1,9.33,7.18,1.11,1.1,1.46,26.4,18.8,28.6,17.0,28.4,56.0,40.4,34.0,26.2,4.05,4.0,5.33,70.7,48.8,76.6,45.5,68.7,150.0,105.0,91.1,67.8,10.9,10.7,13.8,19.4,13.4,21.0,12.5,18.9,41.2,28.7,25.0,18.6,2.98,2.94,3.79,208410000.0,759.0,24.1
E22A065,940,4.98,30.6,51.7,29.4,33.0,38.3,31.8,31.8,34.2,5.38,3.37,3.09,0.562,0.723,2.54,2.54,3.37,7.72,5.38,1.73,0.974,0.089,0.076,0.32,1.16,2.98,8.31,9.51,12.9,14.7,9.49,6.37,4.79,1.25,0.706,0.511,3.01,7.71,21.5,24.6,33.3,37.9,24.5,16.5,12.4,3.24,1.83,1.32,8.06,20.0,57.6,65.9,80.5,102.0,63.6,44.1,32.1,8.69,4.9,3.43,3.11,7.73,22.3,25.5,31.1,39.2,24.6,17.0,12.4,3.36,1.89,1.32,189510000.0,490.0,15.6
E22A066,941,8.78,52.3,65.3,33.5,41.2,34.2,37.1,37.8,85.1,2.9,3.49,8.07,0.869,1.28,4.58,4.12,5.05,8.07,4.58,2.9,2.11,0.727,0.566,0.325,2.01,4.03,10.3,11.3,15.4,16.2,9.7,5.85,5.43,1.35,0.796,0.606,5.37,10.8,27.6,30.2,41.2,43.3,26.0,15.7,14.5,3.6,2.13,1.62,14.4,27.9,73.8,80.9,99.6,116.0,67.3,42.0,37.7,9.65,5.71,4.21,5.37,10.4,27.6,30.2,37.2,43.3,25.1,15.7,14.1,3.6,2.13,1.57,216270000.0,579.0,18.4
E22A071,945,11.2,26.2,34.6,23.2,30.6,18.1,17.4,18.1,53.4,1.52,1.64,22.0,0.673,0.673,5.27,4.13,5.5,4.13,2.38,1.27,1.02,0.469,0.294,0.197,2.1,3.51,9.52,10.6,12.6,9.58,5.3,3.98,3.75,0.66,0.551,0.604,9.29,15.5,42.1,47.1,55.9,42.4,23.5,17.6,16.6,2.92,2.44,2.67,24.9,40.3,113.0,126.0,135.0,114.0,60.8,47.1,43.0,7.82,6.54,6.93,5.63,9.11,25.5,28.5,30.6,25.7,13.7,10.6,9.71,1.77,1.48,1.57,163870000.0,725.0,23.0
