station_code,catchment_area_km2,page
D14A064,100.0,466
D14A081,9.9,468
D14A117,78.0,472
D14A141,21.0,482
D14A162,712.62,489
D14A172,10693.0,498
D14A176,3783.0,501
D14A179,35865.0,504
D22A093,210.0,749
D22A105,74.5,755
D22A106,122.0,756
D14A011,145.1,849
D22A098,321.5,861
