station_code,catchment_area_km2,page
D14A064,100.0,473
D14A081,9.9,475
D14A117,78.0,478
D14A162,712.62,492
D14A172,10693.0,496
D14A176,3783.0,499
D14A179,35865.0,502
D22A093,210.0,785
D22A105,74.5,790
D14A011,145.1,902
D14A141,21.0,903
D22A098,321.5,915
D22A106,122.0,916
