station_code,catchment_area_km2,page
D14A064,100.0,526
D14A081,9.9,528
D14A162,712.62,546
D14A172,10693.0,552
D14A176,3783.0,555
D14A179,35865.0,557
E14A002,33904.0,561
E14A018,1608.0,565
E14A027,8572.8,568
E14A038,298.0,575
E14A040,338.02,577
D22A093,210.0,858
D22A098,321.5,860
D22A105,74.5,862
E22A054,222.2,884
E22A062,740.0,886
E22A063,274.5,887
E22A065,386.4,888
E22A066,373.5,889
E22A071,226.0,894
D14A011,145.1,989
D14A141,21.0,990
D22A106,122.0,1032
E22A053,770.7,1038
