station_code,catchment_area_km2,page
D14A011,145.1,514
D14A064,100.0,521
D14A081,9.9,523
D14A117,78.0,529
D14A141,21.0,538
D14A162,712.62,545
D14A176,3783.0,554
D14A179,35865.0,556
E14A002,33904.0,560
E14A018,1608.0,563
E14A027,8572.8,566
E14A038,298.0,573
E14A040,338.02,575
D22A093,210.0,862
D22A098,321.5,865
D22A105,74.5,867
E22A053,770.7,890
E22A054,222.2,891
E22A062,740.0,893
E22A063,274.5,894
E22A065,386.4,896
E22A066,373.5,897
E22A071,226.0,902
D14A172,10693.0,1031
D22A106,122.0,1059
