station_code,catchment_area_km2,page
D14A064,100.0,456
D14A117,78.0,459
D14A162,712.62,474
D14A172,10693.0,481
D14A176,3783.0,485
D14A179,35865.0,488
D22A093,210.0,752
D22A105,74.5,757
D14A011,145.1,854
D14A081,9.9,855
D14A141,21.0,855
D22A098,321.5,869
D22A106,122.0,869
