station_code,catchment_area_km2,page
D14A081,9.9,453
D14A141,21.0,467
D14A162,712.62,474
D14A176,3783.0,481
D22A093,210.0,750
D22A098,321.5,754
D22A105,74.5,758
D22A106,122.0,759
D14A011,145.1,870
D14A064,100.0,871
D14A117,78.0,871
D14A172,10693.0,873
