station_code,year,page,region,station_name,coordinates,latitude,longitude,distance_km,catchment_area_km2,annual_mm,annual_lt_sn_km2,annual_total_m3,avg_annual_flow_m3s,average_of_avg,average_for_max,average_for_min,average_ltsnkm2,average_mm,average_of_mil_m3,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,max_flow,min_flow,mean_flow,flow_variability_index,baseflow_index,oct_coefficient,nov_coefficient,dec_coefficient,jan_coefficient,feb_coefficient,mar_coefficient,apr_coefficient,may_coefficient,jun_coefficient,jul_coefficient,aug_coefficient,sep_coefficient,mean_monthly_mm,flow_concentration_index
E22A054,2015,927,22. Dogu Karadeniz Havzasi,AKÇAY DURAKLI,"37°8'50"" Doğu - 41°6'38"" Kuzey",41.111,37.147,47.57,222.2,895.0,28.4,198980000.0,4.887,6.34,75.042,1.037,28.516,74.582,16.582,158.0,278.0,38.1,55.0,39.1,59.1,83.5,5.51,90.5,12.6,64.2,16.9,0.5,0.69,1.31,1.6,0.88,2.32,2.56,0.69,1.02,0.349,0.349,0.179,4.97,14.3,6.21,8.36,7.49,12.1,12.2,1.73,5.47,1.4,1.33,0.521,22.3,64.2,27.9,37.6,33.7,54.5,55.0,7.78,24.6,6.3,5.97,2.34,59.9,166.0,74.9,101.0,81.6,146.0,142.0,20.8,63.8,16.9,16.0,6.08,13.3,37.0,16.6,22.4,18.1,32.5,31.6,4.63,14.2,3.75,3.55,1.35,278.0,0.179,6.340083333333335,43.84800410089246,0.028233067388704135,0.06692737430167597,0.18547486033519553,0.08368715083798883,0.11284916201117319,0.09117318435754189,0.16312849162011173,0.15865921787709497,0.023240223463687152,0.07128491620111732,0.018882681564245808,0.017877094972067038,0.006793296089385475,74.58166666666666,1.0000223468680864
E22A065,2013,896,22. Dogu Karadeniz Havzasi,ELEKÇİ DERESİ BOZDAĞI,"37°26'10"" Doğu - 40°59'18"" Kuzey",40.988,37.436,26.661,386.4,507.0,16.1,195900000.0,6.258,6.257,53.609,1.743,16.185,42.243,16.325,42.7,125.0,19.8,42.7,30.6,24.6,58.7,13.8,273.0,5.85,1.98,4.58,0.481,0.481,0.32,2.81,4.98,5.38,2.54,1.48,1.23,0.285,0.285,0.642,1.36,18.1,5.81,13.9,9.15,9.61,5.95,2.63,5.02,1.69,0.669,1.2,3.51,46.8,15.0,35.9,23.7,24.9,15.4,6.8,13.0,4.36,1.73,3.12,9.41,121.0,40.3,96.1,57.3,66.6,39.9,18.2,33.7,11.7,4.64,8.07,3.64,46.9,15.6,37.1,22.1,25.7,15.4,7.04,13.0,4.51,1.79,3.12,273.0,0.285,6.257416666666667,43.62822783630092,0.045545952136797664,0.018560157790927023,0.23865877712031558,0.07948717948717948,0.1895463510848126,0.11301775147928994,0.13136094674556212,0.07869822485207101,0.035897435897435895,0.06646942800788955,0.023076923076923075,0.009151873767258381,0.01591715976331361,42.24333333333332,1.000157815828928
E22A063,2013,894,22. Dogu Karadeniz Havzasi,TURNASUYU KAPÇULLU,"38°0'7"" Doğu - 40°57'19"" Kuzey",40.955,38.002,51.832,274.5,714.0,22.6,195880000.0,7.181,6.236,41.029,1.495,22.692,59.43,16.323,21.0,156.0,36.1,34.0,15.2,41.8,9.85,32.9,72.6,14.5,32.9,25.5,0.501,0.501,0.303,3.13,4.02,5.5,1.26,0.342,0.726,0.63,0.515,0.515,1.77,17.8,6.8,11.4,7.88,14.6,4.2,2.71,3.12,1.67,0.672,2.21,6.44,64.8,24.8,41.4,28.7,53.0,15.3,9.86,11.4,6.08,2.45,8.07,17.3,168.0,66.3,111.0,69.4,142.0,39.6,26.4,29.4,16.3,6.56,20.9,4.74,46.1,18.2,30.5,19.1,39.0,10.9,7.25,8.08,4.47,1.8,5.74,156.0,0.303,6.236,25.016035920461835,0.04858883899935856,0.0242296918767507,0.23529411764705882,0.09285714285714285,0.15546218487394958,0.09719887955182073,0.19887955182072828,0.055462184873949584,0.03697478991596639,0.041176470588235294,0.022829131652661067,0.00918767507002801,0.029271708683473386,59.429999999999986,1.0011778563015314
D22A098,2018,906,22. Dogu Karadeniz Havzasi,AKSU D. SÜRMEN,"38°22'0"" Doğu - 40°36'0"" Kuzey",40.6,38.367,79.1,321.5,610.0,19.3,196050000.0,7.151,6.194,17.186,2.784,19.283,50.858,16.338,6.32,8.3,29.0,7.31,11.1,35.1,21.2,46.5,25.3,7.96,3.74,4.4,0.728,1.01,1.74,1.36,1.74,2.36,6.58,10.8,3.9,1.58,0.808,0.808,1.63,2.51,4.28,2.53,4.21,13.3,12.7,17.7,9.79,2.96,1.47,1.25,5.06,7.8,13.3,7.86,13.1,41.4,39.6,55.1,30.5,9.22,4.57,3.89,13.6,20.2,35.7,21.1,31.7,111.0,103.0,148.0,79.0,24.7,12.2,10.1,4.36,6.5,11.5,6.77,10.2,35.7,33.0,47.5,25.4,7.94,3.94,3.24,46.5,0.728,6.194166666666667,7.5070630969998655,0.11752993407776133,0.022295081967213113,0.033114754098360656,0.05852459016393443,0.03459016393442623,0.0519672131147541,0.1819672131147541,0.16885245901639345,0.24262295081967214,0.12950819672131147,0.040491803278688523,0.02,0.016557377049180328,50.85833333333334,0.9995084384728821
E22A071,2019,918,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,849.0,26.9,191810000.0,4.73,6.076,32.396,2.671,26.855,70.792,15.984,53.7,10.6,27.8,30.0,11.1,21.6,34.6,20.0,44.8,34.0,94.5,6.05,1.98,2.23,6.9,1.98,4.53,4.17,3.8,1.98,1.51,1.28,0.77,0.92,4.82,4.69,10.2,11.3,5.76,6.42,10.4,4.07,3.56,4.86,5.21,1.62,21.3,20.7,45.1,50.1,25.5,28.4,45.8,18.0,15.7,21.5,23.0,7.16,57.2,53.7,121.0,134.0,61.6,76.1,119.0,48.2,40.8,57.6,61.7,18.6,12.9,12.1,27.3,30.3,13.9,17.2,26.9,10.9,9.22,13.0,13.9,4.19,94.5,0.77,6.0758333333333345,15.553422027156765,0.12673158688794403,0.0673733804475854,0.06325088339222615,0.1425206124852768,0.15783274440518258,0.07255594817432273,0.08963486454652532,0.14016489988221437,0.05677267373380448,0.0480565371024735,0.06784452296819789,0.07267373380447585,0.021908127208480566,70.79166666666667,0.9994114184814596
E22A065,2017,940,22. Dogu Karadeniz Havzasi,ELEKÇİ DERESİ BOZDAĞI,"37°26'10"" Doğu - 40°59'18"" Kuzey",40.988,37.436,26.661,386.4,490.0,15.6,189510000.0,6.319,6.056,24.802,2.169,15.651,40.907,15.792,4.98,30.6,51.7,29.4,33.0,38.3,31.8,31.8,34.2,5.38,3.37,3.09,0.562,0.723,2.54,2.54,3.37,7.72,5.38,1.73,0.974,0.089,0.076,0.32,1.16,2.98,8.31,9.51,12.9,14.7,9.49,6.37,4.79,1.25,0.706,0.511,3.01,7.71,21.5,24.6,33.3,37.9,24.5,16.5,12.4,3.24,1.83,1.32,8.06,20.0,57.6,65.9,80.5,102.0,63.6,44.1,32.1,8.69,4.9,3.43,3.11,7.73,22.3,25.5,31.1,39.2,24.6,17.0,12.4,3.36,1.89,1.32,51.7,0.076,6.056416666666667,8.536400787044045,0.01254867427108989,0.016448979591836735,0.04081632653061224,0.11755102040816327,0.13448979591836735,0.16428571428571428,0.20816326530612245,0.12979591836734694,0.09,0.06551020408163266,0.01773469387755102,0.01,0.007,40.90666666666667,0.9982073011734026
D22A093,2005,687,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,906.0,28.7,190240000.0,4.8,6.046,25.242,1.912,28.788,75.467,15.853,23.0,19.5,25.4,22.0,17.5,55.7,53.1,29.0,19.0,6.1,3.6,29.0,0.44,0.63,3.06,2.34,2.58,3.82,4.26,2.58,1.46,0.54,0.44,0.79,2.44,4.1,7.14,4.87,7.26,14.4,13.0,8.08,5.51,1.27,0.862,3.62,11.6,19.5,34.0,23.2,34.6,68.5,62.0,38.5,26.2,6.05,4.1,17.2,31.2,50.6,91.1,62.2,83.6,183.0,161.0,103.0,68.0,16.2,11.0,44.7,6.55,10.6,19.1,13.1,17.6,38.5,33.8,21.6,14.3,3.4,2.31,9.38,55.7,0.44,6.045999999999999,9.212702613298049,0.07277538868673504,0.03443708609271523,0.055849889624724064,0.10055187637969094,0.06865342163355409,0.0922737306843267,0.20198675496688742,0.17770419426048564,0.11368653421633554,0.07505518763796909,0.017880794701986755,0.012141280353200883,0.049337748344370866,75.46666666666667,1.0004416961130742
E22A063,2019,912,22. Dogu Karadeniz Havzasi,TURNASUYU KAPÇULLU,"38°0'7"" Doğu - 40°57'19"" Kuzey",40.955,38.002,51.832,274.5,694.0,22.0,190530000.0,7.014,6.027,35.678,1.705,21.952,57.792,15.877,87.9,40.9,57.4,27.4,12.9,20.2,31.9,50.0,9.34,30.9,37.6,21.7,0.874,0.874,4.44,3.89,3.07,1.94,1.5,0.791,0.709,0.627,0.956,0.791,6.55,6.43,10.3,9.83,5.74,7.32,8.65,5.87,1.75,3.41,3.98,2.49,23.9,23.4,37.5,35.8,20.9,26.7,31.5,21.4,6.37,12.4,14.5,9.06,63.9,60.7,100.0,95.9,50.6,71.5,81.6,57.2,16.5,33.3,38.8,23.5,17.5,16.7,27.6,26.3,13.9,19.6,22.4,15.7,4.54,9.14,10.7,6.45,87.9,0.627,6.026666666666666,14.585176991150444,0.10403761061946903,0.09207492795389048,0.08746397694524496,0.1440922190201729,0.13818443804034583,0.0729106628242075,0.10302593659942363,0.11757925072046109,0.08242074927953891,0.02377521613832853,0.047982708933717574,0.055907780979827085,0.03386167146974063,57.791666666666664,1.0007209805335255
E22A062,2013,893,22. Dogu Karadeniz Havzasi,MERT IRMAĞI ÇORAK,"36°16'48"" Doğu - 41°14'29"" Kuzey",41.241,36.28,112.397,740.0,257.0,8.1,189900000.0,4.596,6.026,31.172,1.744,8.14,21.383,15.825,3.11,58.7,20.1,30.9,30.9,67.4,52.9,78.6,25.3,1.4,4.05,0.71,0.455,0.522,1.88,3.53,3.0,3.53,4.37,1.52,1.15,0.43,0.301,0.242,0.894,8.75,8.67,8.03,6.1,15.4,13.2,6.53,2.94,0.869,0.526,0.403,1.21,11.8,11.7,10.9,8.25,20.8,17.8,8.82,3.97,1.17,0.711,0.545,3.24,30.6,31.4,29.1,20.0,55.7,46.2,23.6,10.3,3.14,1.9,1.41,2.4,22.7,23.2,21.5,14.8,41.2,34.2,17.5,7.61,2.33,1.41,1.05,78.6,0.242,6.026,13.043478260869565,0.040159309658148026,0.012607003891050584,0.11906614785992219,0.12217898832684825,0.1132295719844358,0.07782101167315175,0.21673151750972763,0.17976653696498054,0.09182879377431907,0.040077821011673155,0.012217898832684825,0.007392996108949416,0.0054863813229571986,21.382500000000004,1.0015978798861997
D22A093,2015,892,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,900.0,28.5,189040000.0,5.022,5.998,29.474,1.019,28.578,75.031,15.753,83.6,68.4,36.0,9.98,20.0,29.7,36.0,13.4,29.7,17.8,5.35,3.76,0.549,1.13,0.917,2.58,0.0,3.32,2.39,0.244,0.72,0.294,0.011,0.069,6.87,11.0,8.02,5.61,5.98,11.7,10.2,2.98,5.28,3.34,0.566,0.425,32.7,52.6,38.2,26.7,28.5,55.9,48.4,14.2,25.1,15.9,2.7,2.03,87.7,136.0,102.0,71.6,68.9,150.0,126.0,38.0,65.2,42.5,7.22,5.25,18.4,28.6,21.5,15.0,14.5,31.4,26.4,7.98,13.7,8.94,1.52,1.1,83.6,0.0,5.997583333333334,13.938947631684982,0.0,0.09744444444444444,0.1511111111111111,0.11333333333333333,0.07955555555555555,0.07655555555555556,0.16666666666666666,0.14,0.042222222222222223,0.07244444444444445,0.04722222222222222,0.008022222222222222,0.005833333333333334,75.03083333333333,0.9995890578317803
D14A200,2019,503,14. Yesilirmak Havzasi,YEŞİLIRMAK N. KIZILKÖY,"36°40'46"" Doğu - 40°22'38"" Kuzey",40.377,36.679,77.058,2777.74,67.0,2.1,186410000.0,5.91,5.876,9.436,2.852,2.117,5.588,15.534,13.2,0.494,0.779,3.32,2.59,5.78,3.97,15.6,18.9,18.5,18.1,12.0,0.569,0.0,0.0,0.551,1.46,1.49,1.42,2.16,3.05,13.6,2.88,7.04,2.31,0.139,0.238,1.59,1.85,2.52,2.6,7.07,11.5,16.3,14.3,10.1,0.832,0.05,0.086,0.572,0.668,0.906,0.935,2.55,4.13,5.87,5.16,3.65,2.23,0.13,0.229,1.53,1.61,2.43,2.42,6.82,10.7,15.7,13.8,9.46,6.19,0.361,0.636,4.26,4.49,6.74,6.73,18.9,29.7,43.7,38.4,26.3,18.9,0.0,5.876416666666667,3.216245727980487,0.0,0.03328358208955224,0.0019402985074626867,0.003417910447761194,0.02283582089552239,0.02402985074626866,0.036268656716417914,0.03611940298507463,0.1017910447761194,0.15970149253731342,0.2343283582089552,0.20597014925373136,0.14119402985074628,5.5882499999999995,0.9991201777539183
D22A093,2007,766,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,876.0,27.8,183900000.0,4.964,5.849,26.638,1.869,27.856,72.982,15.325,26.6,33.8,6.66,12.6,18.0,45.0,29.0,42.6,4.7,68.7,13.0,19.0,0.72,2.1,1.46,2.22,4.04,4.7,3.6,1.25,0.54,0.54,0.63,0.63,3.93,7.27,2.93,4.69,9.01,17.0,10.2,8.42,1.16,2.56,0.784,2.23,18.7,34.6,14.0,22.4,42.9,81.1,48.4,40.1,5.54,12.2,3.73,10.6,50.2,89.7,37.4,59.9,104.0,217.0,126.0,107.0,14.4,32.6,9.99,27.6,10.5,18.8,7.85,12.6,21.8,45.6,26.4,22.6,3.01,6.85,2.1,5.79,68.7,0.54,5.848666666666667,11.746266955431436,0.0923287358942209,0.057305936073059366,0.10239726027397261,0.04269406392694064,0.06837899543378995,0.1187214611872146,0.24771689497716895,0.14383561643835616,0.12214611872146118,0.016438356164383564,0.03721461187214612,0.011404109589041096,0.031506849315068496,72.9825,1.0002397835097456
E22A065,2012,888,22. Dogu Karadeniz Havzasi,ELEKÇİ DERESİ BOZDAĞI,"37°26'10"" Doğu - 40°59'18"" Kuzey",40.988,37.436,26.661,386.4,476.0,15.1,184000000.0,5.817,5.837,25.57,2.502,15.098,39.662,15.333,29.4,76.9,41.2,8.4,25.8,36.9,35.4,11.8,19.8,14.5,3.37,3.37,0.974,3.37,2.81,3.09,3.37,7.72,3.77,2.26,0.974,0.562,0.562,0.562,3.34,9.38,5.26,5.11,8.28,15.5,12.0,3.63,3.4,2.13,1.02,0.992,8.65,24.3,13.6,13.2,21.4,40.0,31.1,9.4,8.8,5.51,2.65,2.57,23.2,62.9,36.5,35.4,53.7,107.0,80.7,25.2,22.8,14.8,7.09,6.65,8.95,24.3,14.1,13.7,20.8,41.4,31.2,9.73,8.81,5.7,2.74,2.57,76.9,0.562,5.836833333333334,13.17495217155421,0.09628508609120243,0.04873949579831933,0.13214285714285715,0.07668067226890757,0.07436974789915966,0.11281512605042017,0.22478991596638656,0.16953781512605043,0.052941176470588235,0.04789915966386555,0.031092436974789917,0.014894957983193277,0.013970588235294118,39.66166666666666,1.0001260663108797
E22A054,2016,930,22. Dogu Karadeniz Havzasi,AKÇAY DURAKLI,"37°8'50"" Doğu - 41°6'38"" Kuzey",41.111,37.147,47.57,222.2,825.0,26.1,183330000.0,4.935,5.832,60.212,1.35,26.252,68.65,15.278,60.1,7.14,24.0,46.9,124.0,54.0,5.51,192.0,55.0,55.0,55.0,43.9,0.236,0.595,0.595,2.56,4.49,2.56,1.6,0.88,0.88,0.785,0.236,0.785,1.86,1.63,4.85,11.7,17.5,8.28,2.27,8.33,5.3,3.29,0.869,4.1,8.37,7.34,21.8,52.8,78.8,37.3,10.2,37.5,23.8,14.8,3.91,18.4,22.4,19.0,58.4,141.0,197.0,99.8,26.5,100.0,61.8,39.6,10.5,47.8,4.98,4.23,13.0,31.4,43.9,22.2,5.89,22.3,13.7,8.8,2.33,10.6,192.0,0.236,5.831583333333334,32.924162963174666,0.04046928364223552,0.02715151515151515,0.02303030303030303,0.07078787878787879,0.1709090909090909,0.2387878787878788,0.12096969696969696,0.03212121212121212,0.12121212121212122,0.07490909090909091,0.048,0.012727272727272728,0.057939393939393936,68.64999999999999,1.001456664238893
D22A093,2010,752,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,851.0,27.0,178800000.0,5.146,5.743,33.628,1.858,27.365,70.992,14.9,18.8,152.0,16.2,26.6,40.2,54.0,19.0,34.6,28.4,9.06,2.77,1.9,0.41,2.28,2.72,2.72,4.26,3.76,2.55,1.2,0.62,0.78,0.46,0.54,2.28,16.8,5.21,6.0,13.5,9.21,6.5,3.23,3.06,1.8,0.584,0.742,10.8,80.0,24.8,28.6,64.4,43.9,31.0,15.4,14.6,8.57,2.78,3.53,29.1,207.0,66.4,76.5,156.0,118.0,80.2,41.3,37.8,23.0,7.45,9.15,6.1,43.5,14.0,16.1,32.7,24.7,16.8,8.66,7.94,4.82,1.56,1.92,152.0,0.41,5.743000000000001,26.467003308375407,0.07139125892390735,0.03419506462984724,0.24324324324324326,0.07802585193889543,0.0898942420681551,0.18331374853113983,0.13866039952996476,0.09424206815511163,0.04853113983548766,0.04441833137485311,0.02702702702702703,0.008754406580493538,0.010752056404230317,70.99166666666666,0.9989435379739408
D14A176,2014,521,14. Yesilirmak Havzasi,YEŞİLIRMAK N. OVAYURT,"36°11'55"" Doğu - 40°18'3"" Kuzey",40.301,36.199,116.868,3783.0,47.0,1.5,179180000.0,9.59,5.653,12.974,2.606,1.494,3.946,14.932,19.3,3.65,18.4,20.3,3.65,4.01,9.52,8.04,24.4,11.3,7.22,25.9,3.29,2.37,2.23,3.13,1.94,1.8,0.98,1.58,3.47,2.82,2.67,4.99,7.17,2.78,8.91,12.1,2.39,2.21,1.7,3.68,6.41,4.3,5.28,10.9,1.9,0.734,2.36,3.2,0.631,0.585,0.45,0.973,1.69,1.14,1.4,2.87,5.08,1.9,6.31,8.56,1.53,1.57,1.17,2.61,4.39,3.04,3.74,7.45,19.2,7.2,23.9,32.4,5.77,5.93,4.42,9.86,16.6,11.5,14.2,28.2,25.9,0.98,5.652500000000001,4.5820433436532495,0.17337461300309595,0.10808510638297872,0.04042553191489361,0.13425531914893615,0.1821276595744681,0.032553191489361706,0.03340425531914894,0.024893617021276595,0.055531914893617015,0.09340425531914893,0.06468085106382979,0.07957446808510639,0.15851063829787235,3.945833333333334,0.9926082365364307
E22A054,2017,936,22. Dogu Karadeniz Havzasi,AKÇAY DURAKLI,"37°8'50"" Doğu - 41°6'38"" Kuzey",41.111,37.147,47.57,222.2,793.0,25.1,176160000.0,4.968,5.638,54.227,1.574,25.392,66.124,14.68,16.3,58.1,58.1,33.6,59.1,51.0,23.3,21.8,182.0,2.08,3.34,142.0,1.02,1.02,3.34,2.08,3.34,3.88,1.46,0.88,0.785,0.5,0.349,0.236,2.97,4.95,9.69,9.14,14.3,10.4,4.36,3.07,5.71,0.844,0.613,1.61,13.4,22.3,43.6,41.1,64.5,46.9,19.6,13.8,25.7,3.8,2.76,7.24,35.8,57.8,117.0,110.0,156.0,126.0,50.8,37.1,66.6,10.2,7.39,18.8,7.96,12.8,25.9,24.5,34.7,27.9,11.3,8.23,14.8,2.26,1.64,4.17,182.0,0.236,5.638083333333332,32.280473565189126,0.04185819649112436,0.04514501891551072,0.07288776796973517,0.14754098360655737,0.13871374527112232,0.19672131147540983,0.15889029003783103,0.06406052963430012,0.0467843631778058,0.08398486759142496,0.012862547288776796,0.00931904161412358,0.023707440100882726,66.12416666666667,0.9993824748894126
E22A054,2020,909,22. Dogu Karadeniz Havzasi,AKÇAY DURAKLI,"37°8'50"" Doğu - 41°6'38"" Kuzey",41.111,37.147,47.57,222.2,797.0,25.2,177030000.0,5.168,5.63,87.358,1.57,25.332,66.358,14.752,121.0,112.0,102.0,63.2,75.3,108.0,11.7,105.0,18.8,13.7,249.0,68.6,0.584,0.678,0.776,2.89,7.27,2.89,1.48,0.776,0.584,0.344,0.219,0.344,2.42,3.85,6.59,11.9,17.7,10.4,3.27,4.76,2.25,0.845,2.62,0.954,10.9,17.3,29.7,53.5,79.8,46.7,14.7,21.4,10.1,3.8,11.8,4.29,29.2,44.9,79.4,143.0,200.0,125.0,38.2,57.4,26.3,10.2,31.6,11.1,6.48,9.97,17.7,31.8,44.4,27.8,8.48,12.8,5.84,2.26,7.03,2.47,249.0,0.219,5.629916666666666,44.22800811142854,0.03889933243535281,0.03663739021329988,0.05633626097867001,0.09962358845671268,0.1794228356336261,0.25094102885821834,0.15683814303638646,0.0479297365119197,0.07202007528230865,0.03299874529485571,0.012797992471769134,0.0396486825595985,0.013927227101631117,66.35833333333333,1.0008790656787643
E22A054,2013,891,22. Dogu Karadeniz Havzasi,AKÇAY DURAKLI,"37°8'50"" Doğu - 41°6'38"" Kuzey",41.111,37.147,47.57,222.2,794.0,25.2,176490000.0,4.96,5.628,24.912,1.594,25.345,66.255,14.708,16.1,71.2,29.0,40.8,17.2,15.6,46.2,2.42,35.0,15.1,2.32,8.0,0.58,0.732,2.77,2.95,5.5,3.55,1.39,0.472,0.418,0.123,0.349,0.292,2.66,16.0,7.58,13.4,8.66,7.57,5.29,1.06,2.73,0.981,0.594,1.01,12.0,72.1,34.1,60.3,39.0,34.1,23.8,4.78,12.3,4.42,2.67,4.57,32.1,187.0,91.4,162.0,94.3,91.2,61.7,12.8,31.8,11.8,7.16,11.8,7.13,41.5,20.3,35.9,20.9,20.3,13.7,2.84,7.07,2.63,1.59,2.63,71.2,0.123,5.627916666666667,12.651217887021545,0.02185533427111868,0.04042821158690176,0.23551637279596976,0.11511335012594459,0.2040302267002519,0.11876574307304785,0.11486146095717885,0.07770780856423175,0.016120906801007556,0.04005037783375315,0.014861460957178841,0.009017632241813602,0.014861460957178841,66.25499999999998,0.9986667672880037
D22A093,2006,808,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,844.0,26.8,177290000.0,4.877,5.621,28.972,1.706,26.766,70.338,14.774,45.0,37.0,5.54,11.8,19.0,55.7,34.6,40.2,5.26,84.0,1.46,8.1,1.0,2.22,1.25,1.46,1.68,6.1,2.88,1.25,0.72,0.93,0.49,0.49,10.5,7.87,2.2,3.47,6.25,11.7,9.11,8.22,1.07,4.98,0.687,1.39,50.1,37.5,10.5,16.5,29.7,55.6,43.4,39.2,5.09,23.7,3.27,6.63,134.0,97.2,28.0,44.2,72.0,149.0,112.0,105.0,13.2,63.5,8.76,17.2,28.2,20.4,5.88,9.29,15.1,31.3,23.6,22.0,2.77,13.3,1.84,3.61,84.0,0.49,5.620583333333332,14.94506797930227,0.08717956321259657,0.15876777251184834,0.1151658767772512,0.03317535545023697,0.052369668246445504,0.08530805687203792,0.17654028436018956,0.13270142180094788,0.12440758293838862,0.015639810426540283,0.07523696682464455,0.01037914691943128,0.02037914691943128,70.33833333333334,0.9999289150060422
E22A071,2018,947,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,778.0,24.7,175730000.0,4.56,5.573,41.708,1.321,24.657,64.825,14.644,13.7,12.8,35.8,29.8,17.4,26.6,16.3,55.4,14.6,55.0,146.0,77.1,0.469,0.352,0.933,2.56,4.8,2.56,1.14,0.846,0.76,0.76,0.409,0.26,1.5,1.22,7.84,9.12,9.04,7.85,2.79,3.78,2.22,3.15,13.0,5.37,6.63,5.42,34.7,40.3,40.0,34.7,12.3,16.7,9.83,14.0,57.5,23.8,17.8,14.0,92.9,108.0,96.8,93.1,32.0,44.8,25.5,37.4,154.0,61.6,4.02,3.18,21.0,24.4,21.9,21.0,7.22,10.1,5.76,8.45,34.8,13.9,146.0,0.26,5.573333333333333,26.19617224880383,0.04665071770334928,0.02287917737789203,0.017994858611825194,0.11940874035989718,0.13881748071979436,0.12442159383033419,0.11966580976863753,0.04113110539845758,0.05758354755784061,0.032776349614395885,0.0480719794344473,0.19794344473007713,0.07917737789203085,64.825,1.000128551227664
E22A062,2019,911,22. Dogu Karadeniz Havzasi,MERT IRMAĞI ÇORAK,"36°16'48"" Doğu - 41°14'29"" Kuzey",41.241,36.28,112.397,740.0,236.0,7.5,174410000.0,4.468,5.534,44.618,2.686,7.479,19.634,14.534,30.9,15.4,21.8,118.0,12.2,39.0,58.0,67.4,121.0,41.1,9.46,1.15,0.57,0.974,2.16,6.81,5.0,4.68,3.53,4.37,1.96,0.974,0.71,0.5,1.72,1.68,5.49,15.1,6.74,6.9,11.4,8.79,5.0,1.91,1.02,0.657,2.33,2.26,7.42,20.4,9.11,9.32,15.4,11.9,6.76,2.58,1.38,0.888,6.24,5.87,19.9,54.5,22.0,25.0,39.9,31.8,17.5,6.9,3.7,2.3,4.62,4.34,14.7,40.3,16.3,18.5,29.5,23.6,13.0,5.11,2.74,1.7,121.0,0.5,5.533916666666666,21.865164816962068,0.09035192073124822,0.026440677966101694,0.024872881355932203,0.08432203389830507,0.2309322033898305,0.09322033898305085,0.1059322033898305,0.1690677966101695,0.13474576271186442,0.07415254237288135,0.02923728813559322,0.015677966101694914,0.009745762711864406,19.63416666666667,1.0016552777895675
E22A071,2015,937,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,766.0,24.3,173020000.0,4.141,5.509,29.294,1.462,24.386,63.809,14.418,33.4,88.9,19.2,30.5,24.4,33.3,39.7,6.38,44.5,12.5,11.9,6.85,0.42,0.62,2.97,2.61,1.95,3.35,3.15,0.842,0.515,0.462,0.303,0.356,2.63,10.4,4.49,8.71,7.1,11.1,11.1,1.96,4.97,2.35,0.621,0.676,11.6,46.1,19.9,38.5,31.4,49.2,49.1,8.69,22.0,10.4,2.75,2.99,31.2,120.0,53.2,103.0,76.0,132.0,127.0,23.3,57.0,27.9,7.35,7.76,7.05,27.0,12.0,23.3,17.2,29.8,28.8,5.26,12.9,6.3,1.66,1.75,88.9,0.303,5.508916666666667,16.13747409502776,0.05500173960397537,0.04073107049608355,0.1566579634464752,0.06945169712793733,0.13446475195822455,0.09921671018276762,0.17232375979112272,0.16579634464751958,0.030417754569190603,0.07441253263707572,0.03642297650130548,0.009595300261096605,0.010130548302872062,63.80916666666666,1.0003787334630605
