station_code,page,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,annual_total_m3,annual_mm,annual_lt_sn_km2
E14A018,563,5.35,54.2,25.4,25.4,42.7,149.0,99.8,39.4,25.4,11.3,5.35,5.7,2.9,3.18,8.02,6.05,13.1,19.8,29.1,9.98,5.35,2.9,1.9,1.65,3.45,12.3,14.8,13.3,19.8,51.1,52.1,24.6,11.2,4.8,2.75,2.69,2.15,7.67,9.2,8.28,12.3,31.8,32.4,15.3,6.99,2.98,1.71,1.67,5.75,19.9,24.6,22.2,29.8,85.2,84.0,41.0,18.1,7.99,4.59,4.34,9.24,32.0,39.6,35.6,47.9,137.0,135.0,66.0,29.1,12.9,7.38,6.97,558690000.0,347.0,11.0
E14A027,566,2.52,31.3,7.86,43.0,50.0,7.12,29.5,25.2,43.0,37.1,6.14,4.89,1.04,1.24,1.58,1.31,1.38,1.68,1.78,3.48,1.88,1.24,1.78,1.88,1.42,3.81,2.37,4.68,7.71,3.49,6.21,5.08,8.37,6.01,3.92,3.88,0.165,0.445,0.277,0.546,0.9,0.407,0.724,0.593,0.976,0.701,0.457,0.452,0.443,1.15,0.741,1.46,2.18,1.09,1.88,1.59,2.53,1.88,1.22,1.17,3.79,9.89,6.35,12.5,18.7,9.35,16.1,13.6,21.7,16.1,10.5,10.0,148580000.0,17.0,0.5
E14A038,573,1.2,3.76,3.41,3.24,5.25,34.4,30.8,10.5,3.58,0.95,0.83,1.03,0.121,0.137,0.77,0.77,1.29,1.84,6.7,1.75,0.77,0.307,0.214,0.214,0.248,0.897,1.46,1.28,1.79,7.65,12.2,5.7,1.83,0.553,0.305,0.329,0.833,3.01,4.89,4.29,6.02,25.7,41.1,19.1,6.14,1.86,1.02,1.11,2.23,7.8,13.1,11.5,14.6,68.7,106.0,51.3,15.9,4.97,2.74,2.87,0.665,2.33,3.9,3.42,4.34,20.5,31.7,15.3,4.74,1.48,0.817,0.854,90050000.0,302.0,9.6
E14A040,575,,12.4,11.8,15.3,10.7,17.4,17.8,1.75,2.67,0.096,0.003,0.006,,,1.1,0.664,2.79,2.44,1.75,0.136,0.003,,,,,1.89,4.14,4.11,4.95,5.85,3.84,0.775,0.251,0.005,0.001,,,5.6,12.2,12.1,14.7,17.3,11.3,2.29,0.742,0.014,0.002,0.001,,14.5,32.8,32.5,35.4,46.3,29.4,6.14,1.92,0.036,0.004,0.002,,4.91,11.1,11.0,12.0,15.7,9.94,2.08,0.65,0.012,0.001,0.001,67390000.0,199.0,6.3
D22A093,862,11.7,59.4,9.56,20.5,10.8,27.3,7.17,17.8,45.8,5.08,4.82,7.17,0.08,0.12,1.51,2.02,2.76,3.5,1.51,0.479,0.294,0.294,0.187,0.187,1.01,8.16,3.29,6.05,5.37,9.92,3.22,1.89,1.95,0.813,0.398,1.2,4.8,38.9,15.7,28.8,25.6,47.2,15.3,9.02,9.3,3.87,1.9,5.71,12.8,101.0,42.0,77.1,61.8,126.0,39.7,24.2,24.1,10.4,5.08,14.8,2.7,21.2,8.81,16.2,13.0,26.6,8.34,5.08,5.06,2.18,1.07,3.11,113350000.0,540.0,17.1
D22A098,865,5.69,44.9,7.49,5.24,5.46,45.9,37.8,33.6,17.1,4.67,2.35,8.19,0.724,0.96,1.96,1.65,2.06,2.78,14.0,14.7,3.82,1.92,1.13,1.13,1.26,10.0,3.99,2.78,2.86,14.0,21.0,23.1,7.82,2.87,1.57,1.88,3.9,31.1,12.4,8.65,8.9,43.7,65.3,71.9,24.3,8.92,4.87,5.85,10.5,80.7,33.3,23.2,21.5,117.0,169.0,192.0,63.0,23.9,13.0,15.2,3.36,25.9,10.7,7.45,6.92,37.6,54.4,61.9,20.3,7.68,4.19,4.88,245280000.0,763.0,24.2
D22A105,867,6.2,116.0,23.9,18.8,14.5,14.9,36.8,4.27,22.4,20.2,183.0,7.11,0.076,0.36,0.82,1.01,1.12,0.895,0.278,0.149,0.149,0.098,0.22,0.22,0.472,6.18,4.56,6.02,3.0,2.95,2.0,0.287,0.446,1.4,5.26,0.889,6.33,83.0,61.2,80.8,40.3,39.6,26.8,3.85,5.98,18.7,70.7,11.9,17.0,215.0,164.0,216.0,97.4,106.0,69.4,10.3,15.5,50.2,189.0,30.9,1.26,16.0,12.2,16.1,7.26,7.9,5.17,0.768,1.15,3.74,14.1,2.3,87950000.0,1181.0,37.5
E22A053,890,18.1,152.0,33.3,39.9,14.5,51.6,33.8,50.2,40.6,9.63,14.2,24.3,4.32,4.71,7.94,8.5,9.35,11.7,10.8,9.07,5.78,3.35,2.73,3.01,5.75,20.4,11.0,16.0,11.3,20.0,16.2,13.3,6.96,4.52,3.4,5.77,7.46,26.4,14.3,20.8,14.7,26.0,21.0,17.2,9.03,5.86,4.41,7.49,20.0,68.5,38.2,55.7,35.5,69.7,54.5,46.1,23.4,15.7,11.8,19.4,15.4,52.8,29.5,42.9,27.3,53.7,42.0,35.5,18.0,12.1,9.1,15.0,353300000.0,458.0,14.5
E22A054,891,16.1,71.2,29.0,40.8,17.2,15.6,46.2,2.42,35.0,15.1,2.32,8.0,0.58,0.732,2.77,2.95,5.5,3.55,1.39,0.472,0.418,0.123,0.349,0.292,2.66,16.0,7.58,13.4,8.66,7.57,5.29,1.06,2.73,0.981,0.594,1.01,12.0,72.1,34.1,60.3,39.0,34.1,23.8,4.78,12.3,4.42,2.67,4.57,32.1,187.0,91.4,162.0,94.3,91.2,61.7,12.8,31.8,11.8,7.16,11.8,7.13,41.5,20.3,35.9,20.9,20.3,13.7,2.84,7.07,2.63,1.59,2.63,176490000.0,794.0,25.2
E22A062,893,3.11,58.7,20.1,30.9,30.9,67.4,52.9,78.6,25.3,1.4,4.05,0.71,0.455,0.522,1.88,3.53,3.0,3.53,4.37,1.52,1.15,0.43,0.301,0.242,0.894,8.75,8.67,8.03,6.1,15.4,13.2,6.53,2.94,0.869,0.526,0.403,1.21,11.8,11.7,10.9,8.25,20.8,17.8,8.82,3.97,1.17,0.711,0.545,3.24,30.6,31.4,29.1,20.0,55.7,46.2,23.6,10.3,3.14,1.9,1.41,2.4,22.7,23.2,21.5,14.8,41.2,34.2,17.5,7.61,2.33,1.41,1.05,189900000.0,257.0,8.1
E22A063,894,21.0,156.0,36.1,34.0,15.2,41.8,9.85,32.9,72.6,14.5,32.9,25.5,0.501,0.501,0.303,3.13,4.02,5.5,1.26,0.342,0.726,0.63,0.515,0.515,1.77,17.8,6.8,11.4,7.88,14.6,4.2,2.71,3.12,1.67,0.672,2.21,6.44,64.8,24.8,41.4,28.7,53.0,15.3,9.86,11.4,6.08,2.45,8.07,17.3,168.0,66.3,111.0,69.4,142.0,39.6,26.4,29.4,16.3,6.56,20.9,4.74,46.1,18.2,30.5,19.1,39.0,10.9,7.25,8.08,4.47,1.8,5.74,195880000.0,714.0,22.6
E22A065,896,42.7,125.0,19.8,42.7,30.6,24.6,58.7,13.8,273.0,5.85,1.98,4.58,0.481,0.481,0.32,2.81,4.98,5.38,2.54,1.48,1.23,0.285,0.285,0.642,1.36,18.1,5.81,13.9,9.15,9.61,5.95,2.63,5.02,1.69,0.669,1.2,3.51,46.8,15.0,35.9,23.7,24.9,15.4,6.8,13.0,4.36,1.73,3.12,9.41,121.0,40.3,96.1,57.3,66.6,39.9,18.2,33.7,11.7,4.64,8.07,3.64,46.9,15.6,37.1,22.1,25.7,15.4,7.04,13.0,4.51,1.79,3.12,195900000.0,507.0,16.1
E22A066,897,18.2,171.0,46.2,57.1,33.0,25.9,84.6,60.4,169.0,11.3,3.15,4.75,0.653,0.816,0.87,4.32,5.17,4.11,2.14,0.56,0.348,0.266,0.32,0.52,2.19,20.7,8.36,17.4,9.74,9.1,7.19,2.33,3.71,1.14,0.799,1.01,5.85,55.5,22.4,46.7,26.1,24.4,19.3,6.23,9.94,3.06,2.14,2.71,15.7,144.0,60.0,125.0,63.1,65.3,49.9,16.7,25.8,8.2,5.73,7.03,5.86,53.8,22.4,46.7,23.6,24.4,18.6,6.24,9.62,3.06,2.14,2.62,219040000.0,586.0,18.6
E22A071,902,25.6,74.1,33.4,39.6,20.4,16.2,46.7,5.56,81.2,9.6,2.66,2.8,0.309,0.47,1.68,2.24,3.15,2.66,0.52,0.383,0.383,0.21,0.272,0.309,1.77,11.7,6.12,10.7,5.97,6.12,4.12,0.934,1.96,0.873,0.485,0.711,7.84,51.7,27.1,47.6,26.4,27.1,18.2,4.13,8.66,3.86,2.14,3.15,21.0,134.0,72.5,127.0,63.9,72.5,47.3,11.1,22.4,10.4,5.74,8.15,4.74,30.3,16.4,28.8,14.4,16.4,10.7,2.5,5.07,2.34,1.3,1.84,134790000.0,596.0,18.9
