station_code,page,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,annual_total_m3,annual_mm,annual_lt_sn_km2
D14A011,514,4.59,2.67,1.2,0.164,0.084,7.69,16.2,7.69,12.1,12.3,11.0,6.46,0.582,0.495,0.037,0.022,0.022,0.037,0.874,1.2,1.08,0.495,0.34,0.417,0.671,0.892,0.151,0.105,0.046,2.46,4.37,2.27,3.48,3.0,0.869,0.969,4.62,6.15,1.04,0.721,0.315,16.9,30.1,15.7,24.0,20.7,5.99,6.68,12.4,15.9,2.79,1.93,0.761,45.4,78.0,42.0,62.1,55.4,16.0,17.3,1.8,2.31,0.404,0.28,0.11,6.58,11.3,6.09,9.01,8.04,2.33,2.51,50760000.0,350.0,11.1
D14A064,521,0.32,0.898,2.21,1.24,1.24,0.982,2.01,0.684,0.684,0.19,0.108,0.085,0.05,0.19,0.19,0.431,0.684,0.486,0.486,0.16,0.108,0.065,0.027,0.027,0.159,0.282,0.55,0.644,0.762,0.637,0.719,0.423,0.203,0.098,0.049,0.052,1.59,2.82,5.5,6.44,7.62,6.37,7.19,4.23,2.03,0.981,0.488,0.516,4.26,7.3,14.7,17.3,18.4,17.1,18.6,11.3,5.25,2.63,1.31,1.34,0.426,0.73,1.47,1.73,1.84,1.71,1.86,1.13,0.525,0.263,0.131,0.134,11950000.0,119.0,3.8
D14A081,523,0.025,0.17,0.31,0.31,0.31,0.36,4.32,6.78,0.84,0.044,0.025,0.044,0.005,0.012,0.025,0.07,0.098,0.132,0.132,0.07,0.044,0.012,0.012,0.012,0.009,0.035,0.084,0.1,0.115,0.175,0.275,0.178,0.057,0.025,0.012,0.013,0.87,3.58,8.52,10.1,11.6,17.6,27.7,18.0,5.78,2.48,1.21,1.34,2.33,9.29,22.8,27.0,28.1,47.2,71.9,48.2,15.0,6.64,3.25,3.48,0.023,0.092,0.226,0.268,0.279,0.468,0.712,0.477,0.148,0.066,0.032,0.034,2820000.0,285.0,9.0
D14A117,529,0.17,0.17,0.131,0.17,0.863,4.47,7.61,1.57,1.1,0.225,0.131,0.131,,0.098,0.098,0.098,0.098,0.336,0.697,0.447,0.17,0.07,0.07,0.048,0.098,0.098,0.1,0.113,0.163,1.31,2.38,0.622,0.373,0.127,0.092,0.085,1.26,1.26,1.28,1.45,2.09,16.8,30.5,7.98,4.79,1.62,1.18,1.09,3.37,3.26,3.44,3.88,5.24,45.0,79.0,21.4,12.4,4.35,3.15,2.82,0.262,0.254,0.268,0.303,0.409,3.51,6.17,1.67,0.968,0.339,0.246,0.22,14620000.0,187.0,5.9
D14A117,530,0.46,2.25,3.4,2.25,1.53,4.2,7.15,0.66,0.81,0.22,0.13,0.17,0.07,0.1,0.13,0.17,0.46,0.52,0.46,0.22,0.13,0.1,0.07,0.07,0.102,0.225,0.549,0.624,0.683,1.03,0.996,0.458,0.189,0.134,0.098,0.08,1.31,2.88,7.04,8.0,8.75,13.2,12.8,5.87,2.42,1.72,1.26,1.03,3.5,7.48,18.9,21.4,21.2,35.4,33.1,15.7,6.27,4.6,3.37,2.66,0.273,0.583,1.47,1.67,1.65,2.76,2.58,1.23,0.489,0.359,0.263,0.207,13530000.0,174.0,5.5
D14A141,538,0.014,0.045,0.12,0.185,0.185,0.15,0.25,0.15,1.21,0.032,0.22,0.022,0.009,0.005,0.005,0.007,0.065,0.045,0.045,0.014,0.009,0.009,0.005,0.005,0.009,0.008,0.031,0.045,0.077,0.075,0.133,0.072,0.022,0.015,0.057,0.007,0.429,0.379,1.46,2.17,3.68,3.55,6.33,3.41,1.07,0.731,2.72,0.317,1.15,0.983,3.92,5.8,8.9,9.51,16.4,9.13,2.77,1.96,7.29,0.823,0.024,0.021,0.082,0.122,0.187,0.2,0.345,0.192,0.058,0.041,0.153,0.017,1440000.0,69.0,2.2
D14A162,545,4.99,28.1,10.7,15.6,20.6,75.7,53.8,14.5,8.13,3.48,2.21,2.0,1.02,1.02,2.49,2.63,8.2,10.0,11.0,5.44,1.94,0.837,0.089,0.089,1.47,4.93,5.28,6.27,11.2,25.4,22.4,10.3,4.49,1.73,1.43,1.67,2.06,6.92,7.41,8.8,15.7,35.6,31.4,14.4,6.31,2.43,2.0,2.34,5.53,17.9,19.8,23.6,38.0,95.4,81.4,38.6,16.3,6.51,5.36,6.06,3.94,12.8,14.1,16.8,27.1,68.0,58.0,27.5,11.6,4.64,3.82,4.32,252620000.0,354.0,11.2
D14A176,554,13.1,3.83,10.9,7.97,7.51,12.2,14.0,12.8,9.35,5.44,10.5,24.0,1.82,1.55,1.73,2.64,3.44,3.6,2.32,2.16,2.96,3.28,4.06,2.96,6.33,2.1,3.57,3.93,4.77,5.08,4.04,5.46,4.28,4.02,5.61,4.76,1.67,0.555,0.944,1.04,1.26,1.34,1.07,1.44,1.13,1.06,1.48,1.26,4.48,1.44,2.53,2.79,3.05,3.59,2.77,3.86,2.94,2.85,3.97,3.26,17.0,5.44,9.56,10.5,11.5,13.6,10.5,14.6,11.1,10.8,15.0,12.3,141900000.0,38.0,1.2
D14A179,556,207.0,341.0,327.0,343.0,303.0,296.0,296.0,309.0,296.0,290.0,283.0,266.0,6.25,11.2,25.9,29.2,14.4,9.48,10.6,11.8,10.6,11.2,10.6,1.94,82.3,159.0,193.0,233.0,208.0,158.0,160.0,85.5,74.2,101.0,128.0,91.9,2.29,4.44,5.39,6.51,5.81,4.41,4.45,2.38,2.07,2.81,3.58,2.56,6.14,11.5,14.4,17.4,14.1,11.8,11.5,6.38,5.37,7.52,9.59,6.64,220.0,413.0,518.0,625.0,504.0,424.0,414.0,229.0,192.0,270.0,344.0,238.0,4391000000.0,122.0,3.9
E14A002,560,145.0,206.0,256.0,262.0,248.0,270.0,358.0,169.0,149.0,110.0,128.0,127.0,33.2,60.3,64.4,134.0,143.0,127.0,135.0,47.8,32.6,19.9,24.9,43.0,94.5,137.0,172.0,183.0,193.0,215.0,191.0,131.0,101.0,74.9,95.3,101.0,2.79,4.04,5.07,5.39,5.69,6.35,5.63,3.85,2.98,2.21,2.81,2.97,7.46,10.5,13.6,14.4,13.8,17.0,14.6,10.3,7.72,5.92,7.53,7.69,253.0,355.0,461.0,490.0,467.0,577.0,495.0,350.0,262.0,201.0,255.0,261.0,4427000000.0,131.0,4.1
