file,page,year,station_code,station_name,coordinates,catchment_area_km2,annual_total_m3_million,annual_mm,annual_lps_km2,flow_october_m3s,flow_november_m3s,flow_december_m3s,flow_january_m3s,flow_february_m3s,flow_march_m3s,flow_april_m3s,flow_may_m3s,flow_june_m3s,flow_july_m3s,flow_august_m3s,flow_september_m3s,flow_avg_annual_m3s,ltsnkm2_Ekim,ltsnkm2_Kasım,ltsnkm2_Aralık,ltsnkm2_Ocak,ltsnkm2_Şubat,ltsnkm2_Mart,ltsnkm2_Nisan,ltsnkm2_Mayıs,ltsnkm2_Haziran,ltsnkm2_Temmuz,ltsnkm2_Ağustos,ltsnkm2_Eylül,ltsnkm2_average,mm_akim_Ekim,mm_akim_Kasım,mm_akim_Aralık,mm_akim_Ocak,mm_akim_Şubat,mm_akim_Mart,mm_akim_Nisan,mm_akim_Mayıs,mm_akim_Haziran,mm_akim_Temmuz,mm_akim_Ağustos,mm_akim_Eylül,mm_akim_annual_average,mil_m3_Ekim,mil_m3_Kasım,mil_m3_Aralık,mil_m3_Ocak,mil_m3_Şubat,mil_m3_Mart,mil_m3_Nisan,mil_m3_Mayıs,mil_m3_Haziran,mil_m3_Temmuz,mil_m3_Ağustos,mil_m3_Eylül,mil_m3_annual_average
dsi_2018.pdf,904,2018,D22A095,Yayla D,,110.0,35.59,324.0,0.09,0.109,0.137,0.272,0.198,0.252,2.95,4.53,2.82,1.68,0.354,0.135,0.09,1.127,2.0,0.991,1.25,2.47,1.8,2.29,26.9,41.2,25.7,15.3,3.22,1.22,10.362,2.65,3.23,6.62,4.82,5.54,71.9,107.0,68.7,39.6,8.63,3.28,2.13,27.008,0.292,0.356,0.729,0.531,0.609,7.91,11.7,7.56,4.36,0.949,0.361,0.234,2.966
dsi_2019.pdf,872,2019,D22A095,Yayla D,,110.0,59.34,539.0,0.13,0.24,0.321,0.485,0.378,0.516,1.02,6.8,10.6,1.68,0.214,0.11,0.13,1.874,2.0,2.18,2.92,4.41,3.43,4.69,9.28,61.8,96.4,15.3,1.95,1.0,17.113,5.85,7.56,11.8,9.2,11.4,24.9,160.0,258.0,39.6,5.21,2.69,3.07,44.94,0.643,0.831,1.3,1.01,1.25,2.74,17.6,28.4,4.36,0.573,0.295,0.337,4.945
dsi_2020.pdf,864,2020,D22A095,Yayla D,,110.0,32.93,299.0,0.09,0.136,0.145,0.161,0.125,0.164,1.24,3.97,5.14,0.83,0.293,0.156,0.09,1.037,2.0,1.24,1.32,1.47,1.13,1.49,11.3,36.1,46.8,7.55,2.66,1.41,9.539,3.32,3.41,3.93,3.03,3.73,30.2,93.5,125.0,19.6,7.13,3.79,2.11,24.896,0.365,0.375,0.432,0.334,0.41,3.33,10.3,13.8,2.15,0.784,0.417,0.232,2.744
dsi_2005.pdf,693,2005,D22A105,Deği̇rmen Deresi̇ Salipazari̇,,74.5,72.33,971.0,0.791,0.523,3.43,4.93,2.09,3.03,5.26,3.25,2.49,1.13,0.303,0.34,0.791,2.297,2.0,7.02,46.0,66.1,28.1,40.7,70.6,43.7,33.4,15.2,4.07,4.56,30.121,18.8,119.0,177.0,75.3,98.4,189.0,113.0,89.6,39.5,10.9,12.2,27.5,80.85,1.4,8.88,13.2,5.61,7.33,14.1,8.43,6.67,2.94,0.811,0.91,2.05,6.028
dsi_2006.pdf,813,2006,D22A105,Deği̇rmen D,,74.5,116.67,1566.0,1.5,2.05,3.84,1.17,2.34,5.97,3.37,2.43,1.61,6.46,11.2,2.67,1.5,3.718,2.0,27.5,51.6,15.8,31.4,80.2,45.3,32.6,21.6,86.7,150.0,35.9,48.383,73.6,134.0,42.2,84.2,194.0,121.0,84.6,57.9,225.0,403.0,96.1,52.3,130.658,5.49,9.96,3.15,6.27,14.4,9.04,6.3,4.31,16.7,30.0,7.16,3.89,9.722
dsi_2007.pdf,773,2007,D22A105,Deği̇rmen D,,74.5,72.34,971.0,1.68,4.12,3.52,1.44,2.87,3.78,5.42,1.79,1.09,0.491,0.58,0.853,1.68,2.303,2.0,55.2,47.2,19.4,38.6,50.7,72.7,24.1,14.6,6.6,7.78,11.5,29.198,148.0,122.0,51.9,103.0,123.0,195.0,62.4,39.2,17.1,20.8,30.7,58.4,80.958,11.0,9.12,3.86,7.7,9.14,14.5,4.65,2.92,1.27,1.55,2.28,4.35,6.028
dsi_2008.pdf,758,2008,D22A105,Deği̇rmen D,,74.5,57.37,770.0,0.801,1.62,4.61,2.4,0.91,2.98,5.28,0.8,0.563,1.37,0.248,0.237,0.801,1.818,2.0,21.7,61.9,32.2,12.2,40.0,70.9,10.7,7.56,18.3,3.33,3.19,23.665,58.2,161.0,86.3,32.7,100.0,190.0,27.8,20.2,47.5,8.93,8.54,27.9,64.089,4.34,12.0,6.43,2.44,7.46,14.2,2.07,1.51,3.54,0.665,0.636,2.08,4.781
dsi_2009.pdf,755,2009,D22A105,Deği̇rmen D,,74.5,76.25,1023.0,2.91,1.73,2.81,2.67,3.89,4.59,4.07,1.2,1.76,0.66,1.89,0.99,2.91,2.431,2.0,23.3,37.7,35.8,52.2,61.6,54.7,16.1,23.6,8.86,25.4,13.3,29.547,62.3,97.8,95.8,140.0,149.0,146.0,41.8,63.2,23.0,68.1,35.6,101.0,85.3,4.64,7.28,7.14,10.4,11.1,10.9,3.11,4.71,1.71,5.07,2.65,7.54,6.354
dsi_2010.pdf,757,2010,D22A105,Deği̇rmen D,,74.5,72.21,969.0,0.321,0.891,5.39,1.48,3.0,1.82,2.64,2.47,0.535,1.93,6.71,0.252,0.321,2.287,2.0,12.0,72.4,19.8,40.2,24.5,35.5,33.2,7.18,25.9,90.1,3.38,30.513,32.0,188.0,53.2,108.0,59.2,95.0,86.1,19.2,67.1,241.0,9.05,11.2,80.754,2.39,14.0,3.96,8.03,4.41,7.07,6.41,1.43,5.0,18.0,0.674,0.832,6.017
dsi_2011.pdf,790,2011,D22A105,Deği̇rmen D,,74.5,98.8,1326.0,0.563,3.75,0.531,4.12,3.37,4.45,5.74,2.65,1.9,2.81,4.0,3.64,0.563,3.127,2.0,50.3,7.12,55.3,45.3,59.8,77.0,35.6,25.5,37.7,53.7,48.9,41.518,135.0,18.5,148.0,121.0,145.0,206.0,92.4,68.4,97.8,144.0,131.0,19.6,110.558,10.0,1.38,11.0,9.04,10.8,15.4,6.88,5.1,7.29,10.7,9.75,1.46,8.233
dsi_2012.pdf,862,2012,D22A105,Deği̇rmen D,,74.5,71.28,957.0,0.217,1.95,3.01,1.93,2.62,3.31,5.25,2.61,0.389,0.284,3.61,1.83,0.217,2.251,2.0,26.2,40.4,25.9,35.2,44.4,70.5,35.1,5.22,3.82,48.5,24.6,30.153,70.1,105.0,69.3,94.4,111.0,189.0,90.9,14.0,9.89,130.0,65.8,7.54,79.744,5.22,7.8,5.16,7.03,8.29,14.1,6.77,1.04,0.737,9.67,4.9,0.562,5.94
dsi_2013.pdf,867,2013,D22A105,Deği̇rmen D,,74.5,87.95,1181.0,0.889,0.472,6.18,4.56,6.02,3.0,2.95,2.0,0.287,0.446,1.4,5.26,0.889,2.789,2.0,6.33,83.0,61.2,80.8,40.3,39.6,26.8,3.85,5.98,18.7,70.7,36.605,17.0,215.0,164.0,216.0,97.4,106.0,69.4,10.3,15.5,50.2,189.0,30.9,98.392,1.26,16.0,12.2,16.1,7.26,7.9,5.17,0.768,1.15,3.74,14.1,2.3,7.329
dsi_2014.pdf,917,2014,D22A105,Deği̇rmen D,,74.5,48.72,654.0,2.21,3.67,0.445,2.03,0.747,0.83,2.06,1.28,1.28,0.894,0.626,2.36,2.21,1.536,2.0,49.3,5.97,27.2,10.0,11.1,27.6,17.2,17.2,12.0,8.4,31.7,18.306,132.0,15.5,72.9,26.9,26.9,73.9,44.6,46.0,31.1,22.5,85.0,76.8,54.508,9.83,1.15,5.43,2.0,2.01,5.5,3.33,3.42,2.32,1.68,6.33,5.72,4.06
dsi_2015.pdf,897,2015,D22A105,Deği̇rmen D,,74.5,77.88,1045.0,0.707,2.05,6.54,1.67,2.64,3.66,4.87,3.78,0.212,2.25,0.684,0.827,0.707,2.491,2.0,27.5,87.8,22.4,35.4,49.1,65.4,50.8,2.85,30.3,9.19,11.1,32.82,73.8,227.0,60.0,94.9,119.0,175.0,132.0,7.64,78.4,24.6,29.7,24.6,87.22,5.5,16.9,4.47,7.07,8.85,13.0,9.81,0.569,5.84,1.83,2.21,1.83,6.49
dsi_2016.pdf,903,2016,D22A105,Deği̇rmen D,,74.5,82.09,1102.0,2.35,2.19,1.06,1.86,4.32,6.47,3.71,1.03,3.89,2.34,1.38,0.705,2.35,2.609,2.0,29.4,14.2,24.9,57.9,86.9,49.7,13.8,52.3,31.4,18.5,9.47,32.539,78.7,36.8,66.7,155.0,218.0,133.0,35.8,140.0,81.5,49.5,25.4,81.7,91.842,5.86,2.74,4.97,11.6,16.2,9.93,2.67,10.4,6.07,3.68,1.89,6.08,6.841
dsi_2017.pdf,904,2017,D22A105,Deği̇rmen D,,74.5,67.87,911.0,0.271,1.36,2.12,4.12,3.91,5.55,3.32,1.62,1.72,1.32,0.242,0.501,0.271,2.171,2.0,18.3,28.4,55.3,52.5,74.5,44.5,21.8,23.1,17.8,3.24,6.73,29.014,49.0,73.7,148.0,141.0,180.0,119.0,56.5,61.8,46.1,8.68,18.0,9.44,75.935,3.65,5.49,11.0,10.5,13.4,8.89,4.21,4.61,3.43,0.647,1.34,0.703,5.656
dsi_2018.pdf,908,2018,D22A105,Deği̇rmen D,,74.5,69.62,934.0,1.63,0.735,0.413,4.01,4.93,4.08,4.4,0.993,0.877,0.615,1.48,2.36,1.63,2.21,2.0,9.87,5.54,53.8,66.2,54.8,59.0,13.3,11.8,8.26,19.8,31.7,28.006,26.4,14.4,144.0,177.0,132.0,158.0,34.5,31.5,21.4,53.1,84.8,56.7,77.817,1.97,1.07,10.7,13.2,9.87,11.8,2.57,2.35,1.59,3.96,6.32,4.22,5.802
dsi_2019.pdf,876,2019,D22A105,Deği̇rmen D,,74.5,107.44,1442.0,0.388,1.94,2.33,7.23,6.72,2.99,3.01,4.36,1.01,3.51,2.16,5.09,0.388,3.395,2.0,26.1,31.3,97.0,90.1,40.2,40.3,58.6,13.6,47.1,29.0,68.4,45.308,69.8,81.1,260.0,241.0,97.3,108.0,152.0,36.4,122.0,77.7,183.0,13.5,120.15,5.2,6.04,19.4,18.0,7.25,8.05,11.3,2.71,9.1,5.79,13.6,1.0,8.953
dsi_2020.pdf,868,2020,D22A105,Deği̇rmen D,,74.5,71.6,961.0,0.145,1.3,1.22,1.95,3.88,6.77,5.11,2.35,2.41,0.88,0.496,0.78,0.145,2.274,2.0,17.5,16.4,26.2,52.0,90.8,68.6,31.6,32.3,11.8,6.66,10.5,30.53,46.9,42.6,70.1,139.0,228.0,184.0,81.8,86.6,30.6,17.8,28.0,5.03,80.036,3.49,3.17,5.22,10.4,17.0,13.7,6.09,6.45,2.28,1.33,2.09,0.375,5.966
dsi_2018.pdf,926,2018,D22A144,Melet Irmaği Topçaṁ,,1303.7,,,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsi_2018.pdf,927,2018,D22A144,Melet Irmaği Topçaṁ,,1303.7,35.71,27.0,0.587,1.1,0.553,1.38,1.05,1.64,2.05,1.06,1.62,1.26,0.731,0.579,0.587,1.134,2.0,0.845,0.424,1.06,0.806,1.25,1.57,0.813,1.24,0.963,0.561,0.444,0.998,2.26,1.1,2.83,2.16,3.03,4.21,2.11,3.33,2.5,1.5,1.19,1.17,2.282,2.95,1.43,3.69,2.81,3.96,5.49,2.75,4.34,3.26,1.96,1.55,1.52,2.976
dsi_2019.pdf,894,2019,D22A144,Melet Irmaği Topçaṁ,,1303.7,40.49,31.0,0.524,0.862,0.86,1.34,1.58,1.27,1.96,2.96,1.95,0.816,0.656,0.634,0.524,1.284,2.0,0.661,0.659,1.03,1.21,0.978,1.5,2.27,1.49,0.626,0.503,0.487,1.118,1.77,1.71,2.75,3.24,2.37,4.03,5.88,4.0,1.62,1.35,1.3,1.04,2.588,2.31,2.23,3.59,4.23,3.08,5.25,7.66,5.21,2.11,1.76,1.7,1.36,3.374
dsi_2020.pdf,886,2020,D22A144,Melet Irmaği Topçaṁ,,1303.7,33.74,26.0,0.31,0.43,0.489,0.692,0.779,1.81,2.99,1.56,1.63,0.904,0.791,0.426,0.31,1.068,2.0,0.33,0.375,0.531,0.598,1.39,2.3,1.19,1.25,0.694,0.606,0.327,0.966,0.883,0.973,1.42,1.6,3.49,6.15,3.1,3.35,1.8,1.62,0.876,0.616,2.157,1.15,1.27,1.85,2.09,4.55,8.02,4.04,4.37,2.34,2.12,1.14,0.803,2.812
dsi_2014.pdf,951,2014,D22A145,Egeli̇ Çayi Kabataş̇,,234.0,54.71,234.0,0.577,1.08,0.818,1.74,2.08,2.41,3.9,2.71,2.13,1.84,0.878,0.722,0.577,1.74,2.0,4.6,3.5,7.43,8.87,10.3,16.7,11.6,9.11,7.87,3.75,3.08,7.401,12.3,9.06,19.9,23.8,24.9,44.6,30.0,24.4,20.4,10.1,8.26,6.39,19.509,2.88,2.12,4.66,5.56,5.82,10.4,7.01,5.71,4.77,2.35,1.93,1.5,4.559
dsi_2015.pdf,917,2015,D22A145,Egeli̇ Ç,,234.0,165.56,708.0,0.596,1.2,6.22,11.4,4.47,4.97,12.2,12.3,4.37,2.89,1.89,0.542,0.596,5.254,2.0,5.14,26.6,48.9,19.1,21.3,52.1,52.4,18.7,12.3,8.07,2.31,22.41,13.8,68.9,131.0,51.1,51.4,140.0,136.0,50.1,32.0,21.6,6.2,6.6,59.058,3.22,16.1,30.6,12.0,12.0,32.6,31.8,11.7,7.49,5.06,1.45,1.54,13.797
dsi_2016.pdf,922,2016,D22A145,Egeli̇ Ç,,234.0,149.66,640.0,1.1,1.65,1.74,1.5,5.17,12.1,13.2,5.26,5.88,4.44,3.7,1.3,1.1,4.753,2.0,7.04,7.43,6.4,22.1,51.6,56.5,22.5,25.1,19.0,15.8,5.54,20.084,18.8,19.2,17.2,59.2,129.0,151.0,58.2,67.3,49.2,42.4,14.8,12.2,53.208,4.41,4.5,4.01,13.9,30.3,35.4,13.6,15.8,11.5,9.92,3.47,2.85,12.472
dsi_2017.pdf,923,2017,D22A145,Egeli̇ Ç,,234.0,130.23,557.0,1.02,0.79,1.14,2.47,3.12,4.47,12.6,11.6,6.91,3.31,1.24,0.996,1.02,4.139,2.0,3.37,4.88,10.6,13.3,19.1,53.7,49.6,29.5,14.1,5.31,4.25,17.476,9.04,12.6,28.3,35.7,46.2,144.0,128.0,79.1,36.6,14.2,11.4,11.3,46.37,2.11,2.96,6.62,8.34,10.8,33.6,30.1,18.5,8.57,3.33,2.67,2.63,10.852
dsi_2018.pdf,928,2018,D22A145,Egeli̇ Ç,,234.0,110.31,471.0,0.743,1.65,0.888,3.75,3.45,7.69,10.8,3.22,4.52,3.22,1.49,0.762,0.743,3.515,2.0,7.05,3.79,16.0,14.8,32.9,46.3,13.7,19.3,13.8,6.36,3.26,14.938,18.9,9.83,42.9,39.5,79.5,124.0,35.6,51.8,35.7,17.0,8.72,8.23,39.307,4.42,2.3,10.0,9.25,18.6,29.0,8.34,12.1,8.34,3.99,2.04,1.93,9.192
dsi_2019.pdf,895,2019,D22A145,Egeli̇ Ç,,234.0,195.36,835.0,1.47,1.92,1.98,4.8,5.04,4.01,6.97,13.5,5.41,23.9,3.21,2.42,1.47,6.219,2.0,8.21,8.45,20.5,21.5,17.1,29.8,57.7,23.1,102.0,13.7,10.4,26.205,22.0,21.9,54.9,57.6,41.4,79.8,149.0,61.9,265.0,36.7,27.7,16.3,69.517,5.15,5.12,12.9,13.5,9.7,18.7,35.0,14.5,61.9,8.59,6.49,3.81,16.28
dsi_2020.pdf,887,2020,D22A145,Egeli̇ Ç,,234.0,114.56,490.0,0.56,2.07,1.21,3.35,3.0,5.96,11.7,6.55,5.53,1.74,1.02,0.745,0.56,3.62,2.0,8.83,5.17,14.3,12.8,25.5,50.2,28.0,23.6,7.43,4.34,3.19,15.447,23.7,13.4,38.3,34.3,63.8,134.0,72.5,63.3,19.2,11.6,8.53,6.21,40.737,5.54,3.14,8.97,8.04,14.9,31.5,17.0,14.8,4.5,2.72,2.0,1.45,9.547
dsi_2019.pdf,902,2019,D22A158,Cevi̇z D,,274.39,182.76,666.0,1.8,3.63,2.48,9.76,10.9,6.89,7.06,13.2,4.45,2.19,2.04,5.16,1.8,5.797,2.0,13.2,9.02,35.6,39.7,25.1,25.7,48.2,16.2,7.97,7.44,18.8,20.744,35.5,23.4,95.3,106.0,60.8,68.9,125.0,43.4,20.7,19.9,50.3,17.0,55.517,9.73,6.42,26.1,29.1,16.7,18.9,34.3,11.9,5.67,5.47,13.8,4.67,15.23
dsi_2020.pdf,900,2020,D22A158,Cevi̇z D,,274.39,138.47,505.0,1.07,0.993,1.92,3.72,5.66,15.5,10.1,4.07,3.39,3.42,1.28,1.96,1.07,4.424,2.0,3.62,7.0,13.6,20.6,56.5,36.7,14.8,12.3,12.5,4.65,7.16,15.952,9.7,18.1,36.3,55.3,142.0,98.2,38.4,33.1,32.3,12.5,19.2,10.1,42.1,2.66,4.98,9.96,15.2,38.9,26.9,10.5,9.07,8.86,3.42,5.26,2.76,11.539
